agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_id,mode_context
LTFRB,,"San Mateo - Baclaran via EDSA, Ayala, Commonwealth Ave","Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila - MALTC Bus Station, Gen. A Luna, San Mateo",3,,FFFFFF,,LTFRB_PUB1187,bus
LTFRB,,"San Mateo - Baclaran via EDSA, Ayala, Commonwealth Ave","Gen. A Luna / Curayao Intersection, San Mateo - Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila",3,,FFFFFF,,LTFRB_PUB1188,bus
LTFRB,,Sapang Palay - Sta. Cruz via Marilao Exit,"T. Mapua, Manila - VFR Phase 2 Elementary School, City of San Jose del Monte, Manila",3,,,,LTFRB_PUB1189,bus
LTFRB,,Sapang Palay - Sta. Cruz via Marilao Exit,"Sapang Palay, City of San Jose del Monte, Manila - Oroquieta, Manila",3,,,,LTFRB_PUB1190,bus
LTFRB,,Sapang Palay - Sta Cruz (DJose) Sta Maria NE,"T. Mapua, Manila - Iglesia ni Cristo, City of San Jose del Monte, Manila",3,,,,LTFRB_PUB1191,bus
LTFRB,,Sapang Palay - Sta Cruz (DJose) Sta Maria NE,"Bagong Buhay H Elementary School, City of San Jose del Monte, Manila - Oroquieta, Manila",3,,,,LTFRB_PUB1192,bus
LTFRB,,Sta Maria - Baclaran NLEX EDSA,"Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila - Norzagaray-Santa Maria Bulacan, Santa Maria, Manila",3,,FFFFFF,,LTFRB_PUB1193,bus
LTFRB,,Sta Maria - Baclaran NLEX EDSA,"Norzagaray-Santa Maria Bulacan, Santa Maria, Manila - Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila",3,,FFFFFF,,LTFRB_PUB1194,bus
LTFRB,,Taguig - SM Fairview via Lagro Ayala Buendia EDSA,"Senator Gil Puyat Ave, Lungsod ng Pasay, Manila - Robinsons Nova Supermarket, Quirino Highway, Caloocan City, Manila",3,,FFFFFF,,LTFRB_PUB1195,bus
LTFRB,,Taguig - SM Fairview via Lagro Ayala Buendia EDSA,"Belfast / Bishop Avenue Intersection, Quezon City - Senator Gil Puyat Ave, Lungsod ng Pasay, Manila",3,,FFFFFF,,LTFRB_PUB1196,bus
LTFRB,,Taytay  - Quiapo via Manila East Road,"Manila Road East, Taytay, Manila - Nicanor Reyes Street, Manila",3,,,,LTFRB_PUB1197,bus
LTFRB,,Taytay  - Quiapo via Manila East Road,"Philippine Normal University, San Marcelino / Ayala Blvd, Manila - Manila Road East, Taytay, Manila",3,,,,LTFRB_PUB1198,bus
MRTC,MRT-3,Taft Ave - North Ave,MRT3 line from Taft Avenue to North Avenue,2,http://dotcmrt3.gov.ph/,ffd80a,,ROUTE_880854,rail_or_other
PNR,PNR MC,Metro Commuter,"PNT Metro South Commuter connects the cities of Manila, Pasay and Muntinlupa",2,http://www.pnr.gov.ph/metro_commuter.htm,e58e11,,ROUTE_880872,rail_or_other
FORT,,Fort Central,,3,,,,FORT_CENT,rail_or_other
FORT,,Fort West,,3,,,,FORT_WEST,rail_or_other
