agency_id,route_long_name,representative_route_id,route_ids,direction_count,route_desc,bidirectional_pair_flag
LTFRB,"Recto - SSS Village via Aurora Blvd., Espana",LTFRB_PUJ1576,LTFRB_PUJ1576|LTFRB_PUJ1577,2,"Quezon Blvd / P.Paredes Intersection, Manila - Horizon St, Marikina City, Manila",True
LTFRB,Resettlement Zapote (DBB),LTFRB_PUJ2407,LTFRB_PUJ2407|LTFRB_PUJ2408,2,"Un-named Road, Lungsod ng Dasmariñas, Manila - Quirino Ave, Bacoor City, Manila",True
LTFRB,Rivera Raon via Severino Reyes,LTFRB_PUJ2161,LTFRB_PUJ2161,1,"A F. Torres, Manila - Jose Abad Santos Avenue / Tayuman Road, Quezon City",False
LTFRB,Rodriguez (Rizal) - Litex Market via Litex Rd.,LTFRB_PUJ1442,LTFRB_PUJ1442|LTFRB_PUJ1443,2,"Commonwealth Avenue / IBP Road Intersection, Quezon City - Montalban Highway / D. Marcelo Street Intersection near Montalban Town Centre, Rodriguez",True
LTFRB,Rosario Jct-San Juan via Pinaglabanan,LTFRB_PUJ2591,LTFRB_PUJ2591|LTFRB_PUJ2592,2,"Ortigas Ave / Dr Sixto Antonio Ave Intersection, Pasig City, Manila - N.Domingo,  San Juan, Manila",True
LTFRB,"Rosario Jct. - San Juan via Pinaglabanan, Ortigas",LTFRB_PUJ1578,LTFRB_PUJ1578,1,"N.Domingo,  San Juan, Manila - Ortigas Ave / Dr Sixto Antonio Ave Intersection, Pasig City, Manila",False
LTFRB,Rosario-San Juan Taytay,LTFRB_PUJ2589,LTFRB_PUJ2589|LTFRB_PUJ2590,2,"Manila Road East, Taytay, Manila - Ortigas Ave, Pasig City, Manila",True
LTFRB,SAN JOAQUIN MARKET-HYPERMART PASIG,LTFRB_PUJ1667,LTFRB_PUJ1667|LTFRB_PUJ1668,2,"Rizal Medical Centre, Pasig Blvd, Pasig City, Manila - JP Raceway, Pasig City, Manila",True
LTFRB,SAN JUAN - CUBAO via N DOMINGO,LTFRB_PUJ1847,LTFRB_PUJ1847,1,"F. Blumentritt / N.Domingo Intersection, Manila - P. A. Bernardo, Quezon City, Manila",False
LTFRB,SAN JUAN UNIMART - ROSARIO JUNCTION (DE CASTRO),LTFRB_PUJ1845,LTFRB_PUJ1845|LTFRB_PUJ1846,2,"N.Domingo,  San Juan, Manila - E Bank Rd / SE Approach Intersection, Pasig City, Manila",True
LTFRB,SHAW BLVD - GUADALUPE,LTFRB_PUJ1780,LTFRB_PUJ1780|LTFRB_PUJ1781,2,"Kalayaan Ave / Gen. Jacinto St Intersection, Taguig City, Manila - Epifanio de los Santos Avenue /  Shaw Blvd Intersection, Mandaluyong City, Manila",True
LTFRB,SHAW BLVD - ORTIGAS,LTFRB_PUJ1778,LTFRB_PUJ1778|LTFRB_PUJ1779,2,"Mayflower, Mandaluyong City, Manila - ADB Ave / Garnet Rd Intersection, Pasig City, Manila",True
LTFRB,SHAW BLVD CENTRAL - TAYTAY,LTFRB_PUJ1819,LTFRB_PUJ1819|LTFRB_PUJ1820,2,"Mayflower, Mandaluyong City, Manila - Rosario Ocampo Elementary School, Rosario Ocampo Elementary School",True
LTFRB,SM FAIRVIEW LAGRO SUBDIVISION LOOP,LTFRB_PUJ2265,LTFRB_PUJ2265|LTFRB_PUJ2266,2,"Ascencion Avenue / Tatlong Hari Street Intersection, Quezon City - SM Public Transport Terminal, Regalado Highway, Quezon City",True
LTFRB,SM Fairview Ayala Leveriza via EDSA,LTFRB_PUB1057,LTFRB_PUB1057|LTFRB_PUB1058,2,"Senator Gil Puyat Ave, Lungsod ng Pasay, Manila - SM Public Transport Terminal, Regalado Highway, Quezon City",True
LTFRB,SM Fairview Capitol Homes,LTFRB_PUJ2419,LTFRB_PUJ2419|LTFRB_PUJ2420,2,"Belfast / Bulalakaw Intersection, Quezon City - Prime Rose Street, Quezon City",True
LTFRB,SM MALL OF ASIA-MRT,LTFRB_PUJ1665,LTFRB_PUJ1665|LTFRB_PUJ1666,2,"Taft Avenue Extension / Epifanio de los Santos Avenue, Lungsod ng Pasay, Manila - Jose Diokno Blvd, Lungsod ng Pasay",True
LTFRB,SM MOA NAIA,LTFRB_PUJ2421,LTFRB_PUJ2421|LTFRB_PUJ2422,2,"Maria, Parañaque City, Manila - Airport Rd / Domestic Rd Intersection, Parañaque City, Manila",True
LTFRB,SM NORTH - LITEX,LTFRB_PUJ1843,LTFRB_PUJ1843|LTFRB_PUJ1844,2,"Epifanio de los Santos Avenue / North Avenue Intersection, Quezon City - Commonwealth Avenue / IBP Road Intersection, Quezon City",True
LTFRB,SM NORTH LAGRO,LTFRB_PUJ2267,LTFRB_PUJ2267|LTFRB_PUJ2268,2,"Philippine Coconut Authority, Commonwealth Avenue, Quezon City - Our Lady of Mercy School, 14.680409, 121.084434",True
LTFRB,SSS Village - Stop & Shop via Aurora Blvd.,LTFRB_PUJ1588,LTFRB_PUJ1588|LTFRB_PUJ1589,2,"Ramon Magsaysay Blvd / Altura Intersection, Manila - Horizon St, Marikina City, Manila",True
LTFRB,STOP N SHOP - BACOOD,LTFRB_PUJ1841,LTFRB_PUJ1841|LTFRB_PUJ1842,2,"Bacood / Dalisay Intersection, Manila - Internet Cafe, Old Sta. Mesa, Manila",True
LTFRB,Salcedo Amorsolo LegaspiVill Landmark,LTFRB_PUJ2409,LTFRB_PUJ2409|LTFRB_PUJ2410,2,"Esperanza Street, Makati City - Del Rosa Street, Makati City",True
LTFRB,Sampol Meycauayan via San Jose,LTFRB_PUJ2411,LTFRB_PUJ2411|LTFRB_PUJ2412,2,"Sta Maria Public Market, Santa Maria - Matiyaga St, City of San Jose del Monte, Manila",True
LTFRB,"San Andres Mkt. - Sta. Ana via P. Faura, P. Gil",LTFRB_PUJ1582,LTFRB_PUJ1582|LTFRB_PUJ1583,2,"Philipine General Hospital, Pedro Gil, Manila - New Panaderos Extension / 34 Rte Rev. G. Aglipay Intersection, Mandaluyong City",True
LTFRB,San Andres via P Faura,LTFRB_PUJ2413,LTFRB_PUJ2413|LTFRB_PUJ2414,2,"Agusto Francisco, Manila - Josefa Llanes Escoda / Felipe Agoncillo Intersection, Manila",True
LTFRB,"San Juan (Pinaglabanan) - San Juan, Taytay (Resettlement Area)",LTFRB_PUJ1580,LTFRB_PUJ1580|LTFRB_PUJ1581,2,"N.Domingo,  San Juan, Manila - Ejercito Ave, Pasig City, Manila",True
LTFRB,"San Mateo - Baclaran via EDSA, Ayala, Commonwealth Ave",LTFRB_PUB1187,LTFRB_PUB1187|LTFRB_PUB1188,2,"Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila - MALTC Bus Station, Gen. A Luna, San Mateo",True
LTFRB,San Miguel - Ikot,LTFRB_PUJ1584,LTFRB_PUJ1584|LTFRB_PUJ1585,2,"Mayor Antonio J. Villegas Rd, Manilla - Manuel Quezon University, R Hidalgo, Manila",True
LTFRB,Santol - Pina Ave. via Buenos Aires,LTFRB_PUJ1587,LTFRB_PUJ1587,1,"Blak na Bato, Quezon City - Ramon Magsaysay Blvd / Altura Intersection, Manila",False
LTFRB,Sapang Palay - Sta Cruz (DJose) Sta Maria NE,LTFRB_PUB1191,LTFRB_PUB1191|LTFRB_PUB1192,2,"T. Mapua, Manila - Iglesia ni Cristo, City of San Jose del Monte, Manila",True
LTFRB,Sapang Palay - Sta. Cruz via Marilao Exit,LTFRB_PUB1189,LTFRB_PUB1189|LTFRB_PUB1190,2,"T. Mapua, Manila - VFR Phase 2 Elementary School, City of San Jose del Monte, Manila",True
LTFRB,Sapang Palay Jordan Plains via Quirino Highway,LTFRB_PUJ2415,LTFRB_PUJ2415|LTFRB_PUJ2416|LTFRB_PUJ2417|LTFRB_PUJ2418,4,"Buenmar Drive, Quezon City - Quirino Highway, Quezon City",True
LTFRB,Silang - Zapote (Las Pinas),LTFRB_PUJ1648,LTFRB_PUJ1648|LTFRB_PUJ1649,2,"Alabang-Zapote Road / Fruto Santos Ave Intersection, Las Piñas City, Manila - Emilio Aguinaldo Hwy, Silang, Manila",True
LTFRB,Soldier Hills II Talon (Las Pinas),LTFRB_PUJ2423,LTFRB_PUJ2423|LTFRB_PUJ2424,2,"Bayabus Avenue, Bacoor City - Alabang-Zapote Road, Las Piñas City, Manila",True
LTFRB,Soldier Hills Ph IV Talon via Alvarez,LTFRB_PUJ2425,LTFRB_PUJ2425|LTFRB_PUJ2426|LTFRB_PUJ2427,3,"Soldiers Hills IV, Bacoor City - Alvarez Extension, Las Piñas City, Manila",True
LTFRB,Sta Ana P Faura,LTFRB_PUJ2428,LTFRB_PUJ2428|LTFRB_PUJ2429,2,"Philipine General Hospital, Pedro Gil, Manila - Lamayan / New Panaderos Intersection, Manila",True
LTFRB,Sta Maria - Baclaran NLEX EDSA,LTFRB_PUB1193,LTFRB_PUB1193|LTFRB_PUB1194,2,"Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila - Norzagaray-Santa Maria Bulacan, Santa Maria, Manila",True
LTFRB,Sta Maria Malinta via McArthur,LTFRB_PUJ2431,LTFRB_PUJ2431,1,"C de Guzman Street, Santa Maria - Flying V Gas, MacArthur Highway, Valenzuela City",False
LTFRB,Sucat - Market-Market,LTFRB_PUJ1592,LTFRB_PUJ1592|LTFRB_PUJ1593,2,"South Luzon Expressway / E Service Rd Intersection, Muntinlupa City, Manila - 26th Street / McKinley Pkwy Intersection, Taguig City, Manila",True
LTFRB,Sucat Hi-way - Bagumbayan,LTFRB_PUJ1590,LTFRB_PUJ1590|LTFRB_PUJ1591,2,"Dr A. Santos Ave, Parañaque City, Manila - Manuel L. Quezon, Manila",True
LTFRB,Sucat-SM MOA,LTFRB_PUJ2593,LTFRB_PUJ2593|LTFRB_PUJ2594,2,"Dr A. Santos Ave, Parañaque City, Manila - Epifanio de los Santos Avenue, Lungsod ng Pasay",True
LTFRB,T.M. Kalaw - Balara via Katipunan,LTFRB_PUJ1594,LTFRB_PUJ1594|LTFRB_PUJ1595,2,"Quezon Blvd, Manila - St Peter Chapels, Commonwealth Avenue, Quezon City",True
LTFRB,T.M. Kalaw - West Ave. via Quiapo,LTFRB_PUJ1659,LTFRB_PUJ1659|LTFRB_PUJ1660,2,"West Avenue, Quezon City - T.M. Kalaw / Maria Y. Orosa St",True
LTFRB,TALA NOVALICHES via QUIRINO AVENUE,LTFRB_PUJ2269,LTFRB_PUJ2269|LTFRB_PUJ2270,2,"Quirino Highway / Maligaya Intersection, Caloocan City - Dr Uyguanco Avenue, City of San Jose del Monte",True
LTFRB,TANDANG SORA PALENGKE  - NIA_NPC,LTFRB_PUJ1839,LTFRB_PUJ1839|LTFRB_PUJ1840,2,"Visayas Avenue Wet and Dry Market, Visayas Avenue Quezon City - NIA Chapel, Chico, Quezon City",True
LTFRB,TAYTAY-PASIG PALENGKE,LTFRB_PUJ2140,LTFRB_PUJ2140,1,"Market Ave, Pasig City, Manila - Rizal Ave / Gonzaga Intersection, Taytay, Manila",False
LTFRB,Taguig - SM Fairview via Lagro Ayala Buendia EDSA,LTFRB_PUB1195,LTFRB_PUB1195|LTFRB_PUB1196,2,"Senator Gil Puyat Ave, Lungsod ng Pasay, Manila - Robinsons Nova Supermarket, Quirino Highway, Caloocan City, Manila",True
LTFRB,Taguig City Navotas,LTFRB_PUB1059,LTFRB_PUB1059|LTFRB_PUB1060,2,"DBP Ave, Taguig City, Manila, Manila - MMDA Navotos Bus Terminal, Circumferential Road 4, Navotas City, Manila",True
LTFRB,Talayan Vill A Bonifacio 5th Ave,LTFRB_PUJ2432,LTFRB_PUJ2432|LTFRB_PUJ2433,2,"Gregorio Araneta Ave, Quezon City, Manila - Circumferential Road 3 / M.H. Del Pilar St, Caloocan City, Manila",True
LTFRB,"Talon - Pailiparan (Dasmarinas, Cavite) via Molino Rd.",LTFRB_PUJ1596,LTFRB_PUJ1596|LTFRB_PUJ1597,2,"Mabuhay Commercial / Paliparan Rd, Lungsod ng Dasmariñas, Manila - Alabang-Zapote Road, Muntinlupa City, Manila",True
LTFRB,Tanay - Robinson Galleria via Antipolo San Miguel,LTFRB_PUJ1643,LTFRB_PUJ1643,1,"Quezon Ave, Teresa, Manila - Epifanio de los Santos Avenue /  Shaw Blvd Intersection, Mandaluyong City, Manila",False
LTFRB,Tanay Pasig (Palengke),LTFRB_PUJ2436,LTFRB_PUJ2436|LTFRB_PUJ2437,2,"Quezon Ave, Teresa, Manila - W Bank Rd / Ortigas Ave Intersection, Pasig City, Manila",True
LTFRB,Tandang Sora - Visayas Ave. via Q.C. Hall,LTFRB_PUJ1602,LTFRB_PUJ1602|LTFRB_PUJ1603,2,"Kalayaan Ave / Elliptical Rd Intersection, Quezon City, Manila - Visayas Avenue Wet and Dry Market, Visayas Avenue Quezon City",True
LTFRB,Tandang Sora Mindanao Ave,LTFRB_PUJ2438,LTFRB_PUJ2438|LTFRB_PUJ2439,2,"Tandang Sora / Demetria Reynaldo Intersection, Quezon City - Life Value Clinic, Congressional Avenue, Quezon City",True
LTFRB,Tanza - Zapote (Las Pinas) via Aguinaldo Hi-way,LTFRB_PUJ1600,LTFRB_PUJ1600|LTFRB_PUJ1601,2,"Tirona Hwy, Bacoor City, Manila - Quirino Ave, Bacoor City, Manila",True
LTFRB,Taytay  - Quiapo via Manila East Road,LTFRB_PUB1197,LTFRB_PUB1197|LTFRB_PUB1198,2,"Manila Road East, Taytay, Manila - Nicanor Reyes Street, Manila",True
LTFRB,Taytay-Rosario,LTFRB_PUJ2595,LTFRB_PUJ2595|LTFRB_PUJ2596,2,"Manila Road East, Taytay, Manila - N.Domingo,  San Juan, Manila",True
LTFRB,Tayuman LRT Pilapil,LTFRB_PUJ2440,LTFRB_PUJ2440|LTFRB_PUJ2441,2,"Jose Corazon de Jesus Elementary School, Juan Luma, Manila - Tayuman Road / Serverino Reyes, Manila",True
LTFRB,Treze Martirez Zapote (Las Pinas),LTFRB_PUJ2442,LTFRB_PUJ2442|LTFRB_PUJ2443,2,"Governer's Drive,Dasmarinas City - Quirino Ave, Bacoor City, Manila",True
LTFRB,UP - IKOT,LTFRB_PUJ1663,LTFRB_PUJ1663|LTFRB_PUJ1664,2,"UP College of Education, A. Ma. Regidor St / Roxas Ave Intersection, Quezon City, Manila - C.P. Garcia Av Quezon City, Manila",True
LTFRB,UP - MRT,LTFRB_PUJ1661,LTFRB_PUJ1661|LTFRB_PUJ1662,2,"UP College of Education, A. Ma. Regidor St / Roxas Ave Intersection, Quezon City, Manila - MRT-3 Quezon Avenue Station EDSA,Quezon City, Manila",True
LTFRB,UP - SM NORTH AVE,LTFRB_PUJ1836,LTFRB_PUJ1836|LTFRB_PUJ1837,2,"UP College of Education, A. Ma. Regidor St / Roxas Ave Intersection, Quezon City, Manila - Epifanio de los Santos Avenue / North Avenue Intersection, Quezon City",True
LTFRB,UP Highway - Sangandaan,LTFRB_PUJ1622,LTFRB_PUJ1622|LTFRB_PUJ1623,2,"Tandang Sora / Demetria Reynaldo Intersection, Quezon City - Chowking, Quirino Highway, Quezon City",True
LTFRB,Ugong Pasig via Pasig Market,LTFRB_PUJ2444,LTFRB_PUJ2444|LTFRB_PUJ2445,2,"Caruncho Ave / Market Ave Intersection, Pasig City, Manila - JP Raceway, Pasig City, Manila",True
LTFRB,Victoria Homes Subd Alabang Terminal via DH,LTFRB_PUJ2446,LTFRB_PUJ2446|LTFRB_PUJ2447,2,"Don P. Reyes Ave, Montinlupa City - Starmall Footbridge, Starmall Starmall Service Rd, Muntinlupa City, Manila",True
LTFRB,YALE CM RECTO,LTFRB_PUJ2271,LTFRB_PUJ2271|LTFRB_PUJ2272,2,"Mendiola / Legarda Intersection, Manila - General Romulo Ave / Aurora Blvd Intersection, Quezon City, Manila",True
LTFRB,bagui,LTFRB_PUJ1838,LTFRB_PUJ1838,1,"Rizal Ave / Gonzaga Intersection, Taytay, Manila - Market Ave, Pasig City, Manila",False
LTFRB,proj. 8 - Quiapo,LTFRB_PUJ1610,LTFRB_PUJ1610|LTFRB_PUJ1611,2,"Quezon Blvd, Manila - Jetti Petrol Station, Tanding Sora Avenue, Quezon City",True
LTFRB,rancisco Homes - Novaliches (TP) via Quirino Hi-way,LTFRB_PUJ1348,LTFRB_PUJ1348|LTFRB_PUJ1349,2,"Dumalay, Quezon City - Francisco Homes Elementary School, Un-named Road, City of San Jose del Monte",True
MRTC,Taft Ave - North Ave,ROUTE_880854,ROUTE_880854,1,MRT3 line from Taft Avenue to North Avenue,False
PNR,Metro Commuter,ROUTE_880872,ROUTE_880872,1,"PNT Metro South Commuter connects the cities of Manila, Pasay and Muntinlupa",False
