agency_id,route_long_name,representative_route_id,route_ids,direction_count,route_desc,bidirectional_pair_flag
FORT,Fort Central,FORT_CENT,FORT_CENT,1,,False
FORT,Fort West,FORT_WEST,FORT_WEST,1,,False
LRTA,Baclaran - Roosevelt,ROUTE_880747,ROUTE_880747,1,Urban railway line serving 20 stations between Balaran and Roosevelt,False
LRTA,Recto - Santolan,ROUTE_880801,ROUTE_880801,1,Light rail line serving 11 stations between Recto and Santolan,False
LTFRB,(Alabang) Pacita Complex - Sucat,LTFRB_PUJ1035,LTFRB_PUJ1035|LTFRB_PUJ1036,2,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - South Luzon Expressway, Muntinlupa City, Manila",True
LTFRB,A RIVERA - STA CRUZ,LTFRB_PUJ1826,LTFRB_PUJ1826|LTFRB_PUJ2137|LTFRB_PUJ2138,3,"Antonio Rivera, Manila - A F. Torres, Manila",True
LTFRB,A Rivera Plaza Dela Barca via J Santo,LTFRB_PUJ2448,LTFRB_PUJ2448|LTFRB_PUJ2449,2,"Reina Regente / Dadivas Intersection, Manila - Jose Abad Santos Ave./ Villaruel Street Villaruel Intersection, Manila",True
LTFRB,A. Bonifacio - A. Mabini via 10th Avenue,LTFRB_PUJ1003,LTFRB_PUJ1003|LTFRB_PUJ1004,2,"Kamantigue / 11th Avenue, Caloocan City - Mercury Drug, A. Mabini Avenue, Caloocan City",True
LTFRB,A. Bonifacio - E. Rodriguez via D. Tuazon,LTFRB_PUJ1005,LTFRB_PUJ1005|LTFRB_PUJ1006,2,"D. Tuazon / Eulogio Rodriguez Sr Ave Intersection, Manila - Tangali / Tinagan Intersection, Quezon City",True
LTFRB,A. Luna - Libertad,LTFRB_PUJ1007,LTFRB_PUJ1007|LTFRB_PUJ1008,2,"Leveriza, Manila - Antonio Arnaiz Ave / F.B. Harrison St Intersection",True
LTFRB,A. Rivera - Raon via Tomas Mapua,LTFRB_PUJ1011,LTFRB_PUJ1011|LTFRB_PUJ1012,2,"Jose Abad Santos Avenue / Tayuman Road, Quezon City - A F. Torres, Manila",True
LTFRB,AFP/PNP Housing (Taguig) - Guadalupe (ABC) via Bayani Road,LTFRB_PUJ1372,LTFRB_PUJ1372|LTFRB_PUJ1373,2,"Libingan ng mga Bayani, Bayani Road, Taguig City, Manila - Epifanio de los Santos Avenue, Makati City, Manila",True
LTFRB,ALABANG - BALIBAGO,LTFRB_PUJ1827,LTFRB_PUJ1827|LTFRB_PUJ2135,2,"Yellow Station, South Station Complex Spectrum Midway Extension,  Muntinlupa City, Manila - South Luzon Expressway, Biñan City, Manila",True
LTFRB,ALABANG - CALAMBA via EXPRESSWAY,LTFRB_PUJ2133,LTFRB_PUJ2133|LTFRB_PUJ2134,2,"South Luzon Expressway, Biñan City, Manila - National Hwy, Muntinlupa City, Manila",True
LTFRB,ALABANG - KATARUNGAN VILLAGE via MUNTINLUPA NBP,LTFRB_PUJ1828,LTFRB_PUJ1828|LTFRB_PUJ2131|LTFRB_PUJ2132,3,"C Arellano St / G Araneta St Intersection, Muntinlupa City, Manila - Starmall Footbridge, Starmall Starmall Service Rd, Muntinlupa City, Manila",True
LTFRB,ALABANG - LANGGAM SAN PEDRO,LTFRB_PUJ2129,LTFRB_PUJ2129|LTFRB_PUJ2130,2,"BBL Trans San Pedro Terminal, National Hwy, San Pedro, Manila - National Hwy, Muntinlupa City, Manila",True
LTFRB,ALABANG - LAS PINAS,LTFRB_PUJ1830,LTFRB_PUJ1830|LTFRB_PUJ1831|LTFRB_PUJ2127,3,"Starmall Footbridge, Starmall Starmall Service Rd, Muntinlupa City, Manila - Emilio Aguinaldo Hwy, Bacoor City, Manila",True
LTFRB,ALABANG - MUNTINLUPA,LTFRB_PUJ1833,LTFRB_PUJ1833|LTFRB_PUJ2125|LTFRB_PUJ2126,3,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - BBL Trans San Pedro Terminal, National Hwy, San Pedro, Manila",True
LTFRB,ALABANG - SIGNAL VILLAGE via SERVICE ROAD,LTFRB_PUJ1834,LTFRB_PUJ1834|LTFRB_PUJ2123|LTFRB_PUJ2124,3,"National Hwy, Muntinlupa City, Manila - DBP Ave, Taguig City, Manila, Manila",True
LTFRB,ALABANG - STA ROSA via EXPRESSWAY,LTFRB_PUJ2121,LTFRB_PUJ2121|LTFRB_PUJ2122,2,"National Hwy, Santa Rosa City, Manila - Yellow Station, South Station Complex Spectrum Midway Extension,  Muntinlupa City, Manila",True
LTFRB,ALMAR ZABARTE - WELCOME RTDA via REGALADO QA,LTFRB_PUJ2119,LTFRB_PUJ2119|LTFRB_PUJ2120,2,"Apo / Quezon Avenue Intersection, Quezon City - Zabarte Road / Camarin Road Intersection, Caloocan City",True
LTFRB,AMPARO - NOVALICHES,LTFRB_PUJ2117,LTFRB_PUJ2117|LTFRB_PUJ2118,2,"General Luis / Gold Intersection, Caloocan City - Makabud / Quirino Highway Intersection, Calcoocan City",True
LTFRB,ANGONO - TROPICAL STA LUCIA,LTFRB_PUJ2115,LTFRB_PUJ2115|LTFRB_PUJ2116,2,"Quezon Ave, Angono, Manila - Metro East, un-named road near Felix Road, Cainta, Manila",True
LTFRB,ANTIPOLO - CUBAO via IMELDA AVE,LTFRB_PUJ2113,LTFRB_PUJ2113|LTFRB_PUJ2114,2,"L. Sumulong Memorial Cir, Antipolo City, Manila - 8th Ave, Quezon City, Manila",True
LTFRB,ANTIPOLO - JRU ROSARIO,LTFRB_PUJ2111,LTFRB_PUJ2111|LTFRB_PUJ2112,2,"Lawson / Shaw Blvd Intersection, Mandaluyong City, Manila - P. Oliveros St / A. Bonifacio St Intersection, Antipolo City, Manila",True
LTFRB,ANTIPOLO BAYAN - SM TAYTAY ANTIPOLO HILLS,LTFRB_PUJ2109,LTFRB_PUJ2109|LTFRB_PUJ2110,2,"Lawson / Shaw Blvd Intersection, Mandaluyong City, Manila - P. Oliveros St / A. Bonifacio St Intersection, Antipolo City, Manila",True
LTFRB,ARROCEROS - CUBAO YALE,LTFRB_PUJ2105,LTFRB_PUJ2105|LTFRB_PUJ2106,2,"Globo de Oro, Manila - Aurora Blvd / Epifanio de los Santos Avenue Intersection, Quezon City, Manila",True
LTFRB,ARROCEROS - DAPITAN,LTFRB_PUJ2104,LTFRB_PUJ2104,1,"Community Centre, San Isidro Labrador, Quezon City - Globo de Oro, Manila",False
LTFRB,ARROCEROS - FAIRVIEW MARKET,LTFRB_PUJ2101,LTFRB_PUJ2101|LTFRB_PUJ2102,2,"Quezon Blvd, Manila - Quirino Highway / Maligaya Intersection, Caloocan City",True
LTFRB,ARROCEROS - PROJ 2&3 via ESPANA E RODRIGUEZ,LTFRB_PUJ2099,LTFRB_PUJ2099|LTFRB_PUJ2100,2,"Quezon Blvd, Manila - Anonas / Tampoy Intersection, Quezon City, Manila",True
LTFRB,ARROCEROS - PROJ 8 via ESPANA,LTFRB_PUJ2097,LTFRB_PUJ2097|LTFRB_PUJ2098,2,"Quezon Blvd, Manila - General Avenue / Gsisea Street Intersection, Quezon City",True
LTFRB,AURORA - LAWAN QMC,LTFRB_PUJ2095,LTFRB_PUJ2095|LTFRB_PUJ2096,2,"Molave, Quezon City, Manila - Kalayaan Ave / Elliptical Rd Intersection, Quezon City, Manila",True
LTFRB,AYALA - ZAPOTE RD,LTFRB_PUJ2093,LTFRB_PUJ2093|LTFRB_PUJ2094,2,"Makati Ave / A. Arnaiz Ave, Makati City, Manila - Zapote / Kalayaan Ave, Makati City, Manila",True
LTFRB,AYALA LANDMARK - PUREGOLD,LTFRB_PUJ2091,LTFRB_PUJ2091|LTFRB_PUJ2092,2,"South Dr / A. Arnaiz Ave Intersection, Makati City, Manila - J.P. Rizal Ave, Makati City, Manila",True
LTFRB,Alabang (Starmall) Lagro,LTFRB_PUB1001,LTFRB_PUB1001|LTFRB_PUB1002,2,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - Quirino Highway / La Mesa Road Intersection, Calcoocan City",True
LTFRB,Alabang - Baclaran via Ninoy Aquino,LTFRB_PUJ1013,LTFRB_PUJ1013|LTFRB_PUJ1014,2,"Dr A. Santos Ave, Parañaque City, Manila - Redemptorist Road, Parañaque City, Manila",True
LTFRB,"Alabang - Baclaran via San Dionisio, Zapote",LTFRB_PUJ1015,LTFRB_PUJ1015|LTFRB_PUJ1016,2,"Pinaglabanan / Quirino Avenue, Parañaque City, Manila - South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila",True
LTFRB,Alabang - Carmona,LTFRB_PUJ1017,LTFRB_PUJ1017|LTFRB_PUJ1018,2,"Governor's Drive, Carmona, Manila - Civic Dr, Muntinlupa City, Manila",True
LTFRB,Alabang - FTI via South Super Highway,LTFRB_PUJ1023,LTFRB_PUJ1023|LTFRB_PUJ1024,2,"DBP Ave, Taguig City, Manila, Manila - National Hwy / UP St Intersection, Muntinlupa City, Manila",True
LTFRB,Alabang - GMA via Carmona National Rd.,LTFRB_PUJ1019,LTFRB_PUJ1019|LTFRB_PUJ1020,2,"National Hwy, Biñan City, Manila - Starmall Footbridge, Starmall Starmall Service Rd, Muntinlupa City, Manila",True
LTFRB,"Alabang - GMA via South Expressway, Carmona Exit",LTFRB_PUJ1021,LTFRB_PUJ1021|LTFRB_PUJ1022,2,"Biyaya Polytechnic Academy, Congressional Road, General Mariano Alvarez, Manila - South Luzon Expressway, Muntinlupa City, Manila",True
LTFRB,"Alabang - Malanday via EDSA, McArthur",LTFRB_PUB1092,LTFRB_PUB1092|LTFRB_PUB1093,2,"MRT-3 Magallanes Station, EDSA, Makati City, Manila - Mercury Drug Store, MacArthur Highway, Malanday, Valenzuela City",True
LTFRB,Alabang - Muntinlupa Bilibid Prison via Katarungan Village,LTFRB_PUJ1028,LTFRB_PUJ1028,1,"Starmall Footbridge, Starmall Starmall Service Rd, Muntinlupa City, Manila - C Arellano St / G Araneta St Intersection, Muntinlupa City, Manila",False
LTFRB,"Alabang - Muntinlupa via National Rd. up to Bayan-bayanan, San Pedro",LTFRB_PUJ1025,LTFRB_PUJ1025|LTFRB_PUJ1026,2,"BBL Trans San Pedro Terminal, National Hwy, San Pedro, Manila - National Hwy / Visayas St Intersection, Muntinlupa City, Manila",True
LTFRB,Alabang - Navotas Terminal via EDSA,LTFRB_PUB1095,LTFRB_PUB1095|LTFRB_PUB1119,2,"MMDA Navotos Bus Terminal, Circumferential Road 4, Navotas City, Manila - South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila",True
LTFRB,"Alabang - Novaliches via EDSA, NLEX",LTFRB_PUB1096,LTFRB_PUB1096|LTFRB_PUB1097,2,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - North Luzon Expressway / Santiago Street Intersection, Valenzuela City",True
LTFRB,Alabang - Pasay RTDA. Via FTI Service Rd.,LTFRB_PUJ1029,LTFRB_PUJ1029|LTFRB_PUJ1030,2,"DBP Ave, Taguig City, Manila, Manila - Epifanio de los Santos Avenue, Lungsod ng Pasay",True
LTFRB,Alabang - Pasay RTDA. Via South Super Highway,LTFRB_PUJ1031,LTFRB_PUJ1031,1,"DBP Ave, Taguig City, Manila, Manila - Epifanio de los Santos Avenue, Diosdado Macapagal Blvd, Lungsod ng Pasay",False
LTFRB,Alabang - Plaza Lawton,LTFRB_PUB1098,LTFRB_PUB1098|LTFRB_PUB1099,2,"Alabang-Zapote Road, Muntinlupa City, Manila - Plaza Santa Cruz, Manila City",True
LTFRB,Alabang - Signal Village via South Expressway Service Road,LTFRB_PUJ1033,LTFRB_PUJ1033|LTFRB_PUJ1034,2,"DBP Ave, Taguig City, Manila, Manila - National Hwy / UP St Intersection, Muntinlupa City, Manila",True
LTFRB,Alabang - Sucat via Cupang (East Service Rd.),LTFRB_PUJ1037,LTFRB_PUJ1037|LTFRB_PUJ1038,2,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - Dr A. Santos Ave, Parañaque City, Manila",True
LTFRB,Alabang - Zapote (Las Piñas),LTFRB_PUJ1040,LTFRB_PUJ1040,1,"Quirino Ave, Bacoor City, Manila - Starmall Footbridge, Starmall Starmall Service Rd, Muntinlupa City, Manila",False
LTFRB,Alabang Almanza,LTFRB_PUJ2454,LTFRB_PUJ2454|LTFRB_PUJ2455,2,"Spectrum Midway Extension, Muntinlupa City, Manila - Alabang-Zapote Road, Muntinlupa City, Manila",True
LTFRB,Alabang Baclaran via Coastal,LTFRB_PUJ2456,LTFRB_PUJ2456|LTFRB_PUJ2457,2,"Spectrum Midway Extension, Montinlupa City - Manila-Cavite Expressway, Parañaque City, Manila",True
LTFRB,Alabang Binan via National Road,LTFRB_PUJ2458,LTFRB_PUJ2458|LTFRB_PUJ2459,2,"Jac Liner Bus Terminal, Binan City - Spectrum Midway Extension, Montinlupa City",True
LTFRB,Alabang Fairview,LTFRB_PUB1003,LTFRB_PUB1003|LTFRB_PUB1004,2,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - SM Public Transport Terminal, Regalado Highway, Quezon City",True
LTFRB,Alabang Lawton via Sucat,LTFRB_PUB1005,LTFRB_PUB1005,1,"Progreso 2, Makati City, Manila - Tejeron, Makati City, Manila",False
LTFRB,Alabang Lawton via Zapote Coastal Rd,LTFRB_PUB1007,LTFRB_PUB1007|LTFRB_PUB1008,2,"Alabang-Zapote Road, Muntinlupa City, Manila - Taft Ave, Manila",True
LTFRB,Alabang Malabon (Letre) via EDSA,LTFRB_PUB1009,LTFRB_PUB1009|LTFRB_PUB1010,2,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - MMDA Navotos Bus Terminal, Circumferential Road 4, Navotas City, Manila",True
LTFRB,Alabang Malanday,LTFRB_PUB1011,LTFRB_PUB1011|LTFRB_PUB1012,2,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - ET Pacific, MacArthur Highway, City of Meycauayan",True
LTFRB,Alabang Monumento via EDSA,LTFRB_PUB1061,LTFRB_PUB1061|LTFRB_PUB1062,2,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - Epifanio de los Santos Avenue / General Rosendo Simon Intersection , Caloocan City",True
LTFRB,Alabang Muntinlupa-Lawton via SSH Taft Ave,LTFRB_PUB1104,LTFRB_PUB1104|LTFRB_PUB1105,2,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - Magallanes Dr, Manila",True
LTFRB,Alabang Navotas,LTFRB_PUB1063,LTFRB_PUB1063,1,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - MMDA Navotos Bus Terminal, Circumferential Road 4, Navotas City, Manila",False
LTFRB,Alabang Pasay Rtda,LTFRB_PUJ2452,LTFRB_PUJ2452|LTFRB_PUJ2453,2,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - Epifanio de los Santos Avenue, Lungsod ng Pasay",True
LTFRB,Alabang-Bbayan via Bicutan,LTFRB_PUJ2450,LTFRB_PUJ2450|LTFRB_PUJ2451,2,"Montillano St, Muntinlupa City, Manila - Manuel L. Quezon / St Martin Ave Intersection, Taguig City, Manila",True
LTFRB,"Alabang-Novaliches via EDSA, MindanaoAve",LTFRB_PUB1100,LTFRB_PUB1100|LTFRB_PUB1101,2,"National Hwy, Muntinlupa City, Manila - Quirino Highway, Quezon City",True
LTFRB,Alabang-SM Fairview via Lagro Commonwealth,LTFRB_PUB1102,LTFRB_PUB1102|LTFRB_PUB1103,2,"South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - Belfast / Bulalakaw Intersection, Quezon City",True
LTFRB,Almanza ( Las Piñas ) - Baclaran,LTFRB_PUJ1041,LTFRB_PUJ1041|LTFRB_PUJ1042,2,"F.B. Harrison Street / Taft Avenue Extension Intersection, Lungsod ng Pasay, Manila - Alabang-Zapote Road, Muntinlupa City, Manila",True
LTFRB,Amparo - Novaliches via Sanana,LTFRB_PUJ1653,LTFRB_PUJ1653|LTFRB_PUJ1654,2,"WL Food Products, Genteral Luis, Caloocan City - St Mary Goretti School, Katmon, Calcoocan City",True
LTFRB,Angono EDSA Shaw Blvd,LTFRB_PUJ2597,LTFRB_PUJ2597|LTFRB_PUJ2598,2,"Quezon Ave / R. Tolentino Intersection, Angono, Manila - Epifanio de los Santos Avenue /  Shaw Blvd Intersection, Mandaluyong City, Manila",True
LTFRB,Angono NCC Market via Felix Ave,LTFRB_PUJ2273,LTFRB_PUJ2273|LTFRB_PUJ2274|LTFRB_PUJ2275|LTFRB_PUJ2276,4,"Quezon Ave / E Rodriguez St Intersection, Angono, Manila - Manila East Rd, Angono, Manila",True
LTFRB,Angono Rosario,LTFRB_PUJ2466,LTFRB_PUJ2466|LTFRB_PUJ2467,2,"Col Guido St, Angono - Ortigas Ave / Dr Sixto Antonio Ave Intersection, Pasig City, Manila",True
LTFRB,Angono-Cainta Junction via Taytay,LTFRB_PUJ2462,LTFRB_PUJ2462|LTFRB_PUJ2463,2,"Quezon Ave, Angono, Manila - Ortigas Ave, Pagis City, Manila",True
LTFRB,Angono-Pasig,LTFRB_PUJ2464,LTFRB_PUJ2464|LTFRB_PUJ2465,2,"Quezon Ave, Angono, Manila - Caruncho Ave / F. Manalo Intersection, Pasig City, Manila",True
LTFRB,Angono-Rosario via Manggahan Floodway,LTFRB_PUJ2159,LTFRB_PUJ2159|LTFRB_PUJ2160,2,"Ortigas Ave, Pasig City, Manila - Manila East Rd, Angono, Manila",True
LTFRB,Angono-agora market,LTFRB_PUJ2460,LTFRB_PUJ2460|LTFRB_PUJ2461,2,"Manila East Rd, Angono, Manila - Manila Road East, Taytay, Manila",True
LTFRB,Anonas via vluna,LTFRB_PUJ2468,LTFRB_PUJ2468|LTFRB_PUJ2469,2,"Anonas / Tampoy Intersection, Quezon City, Manila - Victoriano Luna Ave, Quezon City, Manila",True
LTFRB,Anonas/Aurora - Lagro via Don Mariano Marcos Ave.,LTFRB_PUJ1053,LTFRB_PUJ1053|LTFRB_PUJ1054,2,"Anonas / Molave Intersection, Quezon City, Manila - Ascencion Avenue / Caridad Intersection, Quezon City",True
LTFRB,Antipolo (Cogeo) - Marikina via Sumulong,LTFRB_PUJ1051,LTFRB_PUJ1051,1,"Martinez St / R. De Jesus Intersection, Antipolo City, Manila - Shoe Ave, Marikina City, Manila",False
LTFRB,Antipolo - Cubao via Marcos Highway,LTFRB_PUJ1043,LTFRB_PUJ1043|LTFRB_PUJ1044,2,"Martinez St / R. De Jesus Intersection, Antipolo City, Manila - 8th Ave, Quezon City, Manila",True
LTFRB,Antipolo - Cubao via Sumulong,LTFRB_PUJ1045,LTFRB_PUJ1045|LTFRB_PUJ1046,2,"Martinez St / R. De Jesus Intersection, Antipolo City, Manila - 8th Ave, Quezon City, Manila",True
LTFRB,Antipolo - EDSA/Shaw Blvd.,LTFRB_PUJ1047,LTFRB_PUJ1047|LTFRB_PUJ1048,2,"Ortigas Avenue Extension / L. Sumulong Memorial Cir Intersection, Antipolo City, Manila - Sheridan / United Street, Mandaluyong City, Manila",True
LTFRB,Antipolo - JRC Ortigas/Shaw,LTFRB_PUJ1049,LTFRB_PUJ1049|LTFRB_PUJ1050,2,"P. Oliveros St / A. Bonifacio St Intersection, Antipolo City, Manila - Lawson / Shaw Blvd Intersection, Mandaluyong City, Manila",True
LTFRB,Antipolo-Divisoria via Shaw Blvd,LTFRB_PUB1106,LTFRB_PUB1106|LTFRB_PUB1107,2,"P. Oliveros St, Antipolo City, Manila - Sto. Cristo / Claro M. Recto Ave Intersection, Manila",True
LTFRB,Antipolo-Pasig,LTFRB_PUJ2470,LTFRB_PUJ2470|LTFRB_PUJ2471,2,"Caruncho Ave / F. Manalo Intersection, Pasig City, Manila - Santo Nino Street, Antipolo",True
LTFRB,Arroceros - Blumentritt via Dimasalang,LTFRB_PUJ2107,LTFRB_PUJ2107|LTFRB_PUJ2108,2,"Globo de Oro, Manila - Dimasalang / Aurora Boulevard Intersection, Quezon City",True
LTFRB,Arroceros - Proj. 2 & 3 via Kamuning E. Rodriguez,LTFRB_PUJ1055,LTFRB_PUJ1055|LTFRB_PUJ1056,2,"Molave, Quezon City, Manila - Padre Burgos St, Manila",True
LTFRB,Arroceros - Roxas Dist. Via Espana,LTFRB_PUJ1057,LTFRB_PUJ1057|LTFRB_PUJ1058,2,"Mayor Antonio J. Villegas Rd, Manilla - Halcon / Espana Boulevard Intersection, Manila",True
LTFRB,Arroceros Frisco,LTFRB_PUJ2599,LTFRB_PUJ2599|LTFRB_PUJ2600,2,"Taft Ave, Manila - 7/11 Del Monte Avenue, Quezon City",True
LTFRB,Arroceros Pagasa via Espana QAve,LTFRB_PUJ2277,LTFRB_PUJ2277|LTFRB_PUJ2278|LTFRB_PUJ2279,3,"Taft Ave, Manila - Road 10, Quezon City",True
LTFRB,Arroceros Philcoa via Quezon Ave,LTFRB_PUJ2601,LTFRB_PUJ2601|LTFRB_PUJ2602,2,"Taft Ave, Manila - Philippine Coconut Authority, Commonwealth Avenue, Quezon City",True
LTFRB,Arroceros Proj 2&3 via Timog Q ave,LTFRB_PUJ2603,LTFRB_PUJ2603|LTFRB_PUJ2604,2,"Taft Ave, Manila - Tomas Morato Ave, Quezon City, Manila",True
LTFRB,Arroceros Proj 6 via Quezon Ave,LTFRB_PUJ2605,LTFRB_PUJ2605|LTFRB_PUJ2606,2,"Taft Ave, Manila - West Avenue, Quezon City",True
LTFRB,Arroceros Proj 7 via Espana,LTFRB_PUJ2607,LTFRB_PUJ2607|LTFRB_PUJ2608,2,"Taft Ave, Manila - FHELSEN, Epifanio de los Santos Avenue, Quezon City",True
LTFRB,Arroceros Retiro via Dimasalang,LTFRB_PUJ2609,LTFRB_PUJ2609|LTFRB_PUJ2610,2,"Taft Ave, Manila - Dimasalang / Aurora Boulevard Intersection, Quezon City",True
LTFRB,"Asturias-Ayala via Buendia Ave, Taft Ave",LTFRB_PUB1108,LTFRB_PUB1108|LTFRB_PUB1109,2,"Makati Ave / Ayala Avenue Intersection, Makati City, Manila - President Quirino Ave / Angel Linao Intersection, Manila",True
LTFRB,Ayala - Mantrade via Pasong Tamo,LTFRB_PUJ1061,LTFRB_PUJ1061|LTFRB_PUJ1062,2,"Sabio St / Chino Roces Ave Intersection, Makati City, Manila - Paseo de Roxas / Ayala Avenue Intersection, Makati City, Manila",True
LTFRB,Ayala - Pateros via J.P. Rizal,LTFRB_PUJ1059,LTFRB_PUJ1059|LTFRB_PUJ1060,2,"M. Almeda, Pateros, Manila - Makati Ave / A. Arnaiz Ave, Makati City, Manila",True
LTFRB,Ayala - Washington,LTFRB_PUJ1063,LTFRB_PUJ1063|LTFRB_PUJ1064,2,"Epifanio de los Santos Avenue / McKinley Rd Intersection, Makati City, Manila - Senator Gil Puyat Ave / Washington Intersection, Makati City",True
LTFRB,Ayala Ave-Ft Boni StaffHouse via Mckinly,LTFRB_PUB1110,LTFRB_PUB1110,1,"McKinley Pkwy / 9th Ave Intersection, Taguig City, Manila - Epifanio de los Santos Avenue / McKinley Rd Intersection, Makati City, Manila",False
LTFRB,Ayala Balintawak,LTFRB_PUB1065,LTFRB_PUB1065|LTFRB_PUB1066,2,"MRT-3 Ayala Station, Makati City, Manila - Balintawak LRT 1, Epifanio de los Santos Ave, Quezon City, Manila",True
LTFRB,Ayala Dasmarinas (Cavite) via Coastal Rd,LTFRB_PUB1013,LTFRB_PUB1013|LTFRB_PUB1014,2,"Governor's Dv, Dasmariñas City, Manila - MRT-3 Ayala Station, Makati City, Manila",True
LTFRB,Ayala Fairview via EDSA,LTFRB_PUB1067,LTFRB_PUB1067|LTFRB_PUB1068,2,"Epifanio de los Santos Av, Makati City, Manila - SM Public Transport Terminal, Regalado Highway, Quezon City",True
LTFRB,Ayala Grotto (SJDM) via Leveriza,LTFRB_PUB1015,LTFRB_PUB1015|LTFRB_PUB1016,2,"Senator Gil Puyat Ave, Makati City - Sta. Maria - Tungkong Mangga Rd / Quirino Highway Intersection, City of San Jose del Monte",True
LTFRB,Ayala Grotto via EDSA,LTFRB_PUB1069,LTFRB_PUB1069|LTFRB_PUB1070,2,"Epifanio de los Santos Av, Makati City, Manila - Sta. Maria - Tungkong Mangga Rd / Quirino Highway Intersection, City of San Jose del Monte",True
LTFRB,Ayala Guadalupe Ibabaw via JP Rizal,LTFRB_PUJ2280,LTFRB_PUJ2280|LTFRB_PUJ2281,2,"Makati Ave / Ayala Avenue Intersection, Makati City, Manila - Dr Jose P. Rizal Ave, Makati City, Manila",True
LTFRB,Ayala Lagro via EDSA,LTFRB_PUB1071,LTFRB_PUB1071|LTFRB_PUB1072,2,"Epifanio de los Santos Av, Makati City, Manila - Polytechnic School, Quirino Highway, Quezon City",True
LTFRB,Ayala Malabon via EDSA,LTFRB_PUB1017,LTFRB_PUB1017|LTFRB_PUB1018,2,"MRT-3 Ayala Station, Makati City, Manila - Circimferential Road 4, Malabon City",True
LTFRB,Ayala Malanday via EDSA,LTFRB_PUB1073,LTFRB_PUB1073|LTFRB_PUB1074,2,"Epifanio de los Santos Avenue / McKinley Rd Intersection, Makati City, Manila - Mercury Drug Store, MacArthur Highway, Malanday, Valenzuela City",True
LTFRB,Ayala Monumento via EDSA,LTFRB_PUB1019,LTFRB_PUB1019|LTFRB_PUB1020,2,"MRT-3 Ayala Station, Makati City, Manila - Epifanio de los Santos Avenue / General Rosendo Simon Intersection , Caloocan City",True
LTFRB,Ayala NAIA,LTFRB_PUB1021,LTFRB_PUB1021|LTFRB_PUB1022,2,"Natalia, Parañaque City, Manila - MRT-3 Ayala Station, Makati City, Manila",True
LTFRB,Ayala Novaliches via EDSA Buendia,LTFRB_PUB1023,LTFRB_PUB1023|LTFRB_PUB1024,2,"MRT-3 Ayala Station, Makati City, Manila - Ramirez / Quirino Highway, Caloocan City",True
LTFRB,Ayala Quiapo via Kamagong Taft,LTFRB_PUB1025,LTFRB_PUB1025|LTFRB_PUB1026,2,"Paseo de Roxas / Ayala Avenue Intersection, Makati City, Manila - Quezon Blvd, Manila",True
LTFRB,Ayala UE Caloocan via EDSA,LTFRB_PUB1027,LTFRB_PUB1027|LTFRB_PUB1028,2,"MRT-3 Ayala Station, Makati City, Manila - Circimferential Road 4, Malabon City",True
LTFRB,BACLARAN - ALABANG via N AQUINO AVE,LTFRB_PUJ2089,LTFRB_PUJ2089|LTFRB_PUJ2090,2,"Yellow Station, South Station Complex Spectrum Midway Extension,  Muntinlupa City, Manila - Roxas Blvd, Parañaque City, Manila",True
LTFRB,BACLARAN - ALABANG via SAN DIONISIO,LTFRB_PUJ2087,LTFRB_PUJ2087|LTFRB_PUJ2088,2,"Yellow Station, South Station Complex Spectrum Midway Extension,  Muntinlupa City, Manila - Roxas Blvd / Redemptorist Road Intersection, Parañaque City, Manila",True
LTFRB,BACLARAN - DAPITAN via TAFT,LTFRB_PUJ2085,LTFRB_PUJ2085|LTFRB_PUJ2086,2,"Epifanio de los Santos Avenue, Lungsod ng Makati, Manila - Dr.Alejos, Nicanor Roxas Intersection, Manila",True
LTFRB,BACLARAN - DASMARINAS B BAYAN,LTFRB_PUJ2083,LTFRB_PUJ2083|LTFRB_PUJ2084,2,"Block-B Internal Rd, Lungsod ng Dasmariñas, Manila - Roxas Blvd / C. Rivera Intersection, Parañaque City, Manila",True
LTFRB,BACLARAN - DIVISORIA,LTFRB_PUJ2081,LTFRB_PUJ2081|LTFRB_PUJ2082,2,"Roxas Blvd, Parañaque City, Manila - Juan Luna, Manila",True
LTFRB,BACLARAN - HARRISON BUENDIA,LTFRB_PUJ2079,LTFRB_PUJ2079|LTFRB_PUJ2080,2,"Roxas Blvd, Parañaque City, Manila - Hospital, A.Mabini, Manila",True
