route_id,route_long_name,length_km,trips_per_day_estimate,daily_vehicle_km_proxy,emissions_potential_score,emissions_source,emissions_confidence
LTFRB_PUJ1314,"EDSA/Shaw Central - Morong via Binangonan, Cardona",23.827,1020.0,24303.54,75.26,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1315,"EDSA/Shaw Central - Morong via Binangonan, Cardona",24.237,1020.0,24721.739999999998,76.57,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1316,EDSA - Shaw - Ortigas Complex,2.8,1020.0,2856.0,7.73,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1317,EDSA - Shaw - Ortigas Complex,3.056,1020.0,3117.12,8.55,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1318,EDSA/Shaw Central - Pasig (TP),5.707,1020.0,5821.139999999999,17.07,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1319,EDSA/Shaw Central - Pasig (TP),5.481,1020.0,5590.62,16.34,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1321,EDSA/Shaw Central - Taytay,9.375,1020.0,9562.5,28.85,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1322,Edsa/Shaw.Central -Tipas (Taguig) via San Joaquin,5.733,1020.0,5847.66,17.15,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1323,Edsa/Shaw.Central -Tipas (Taguig) via San Joaquin,6.473,1020.0,6602.46,19.53,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1324,EDSA/West Ave. - Panay Ave.,3.219,1020.0,3283.3799999999997,9.08,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1325,EDSA/West Ave. - Panay Ave.,2.704,1020.0,2758.0800000000004,7.42,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1326,Escolta - Libertad via L. Guinto,6.147,1020.0,6269.9400000000005,18.48,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1327,Escolta - Libertad via L. Guinto,7.573,1020.0,7724.46,23.06,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1328,"MCU - Vito Cruz via Rizal Ave., Taft Ave.",11.983,1020.0,12222.66,37.22,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1330,"Escolta - Monumento via G. del Mundo, Dasmarinas, Nueva",6.674,1020.0,6807.4800000000005,20.17,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1331,"Escolta - Monumento via G. del Mundo, Dasmarinas, Nueva",6.691,1020.0,6824.82,20.23,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1332,Monumento - Pier South via Rizal Ave.,9.119,1020.0,9301.38,28.03,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1333,Monumento - Pier South via Rizal Ave.,10.477,1020.0,10686.54,32.39,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1334,Espana Rotonda - Proj. 2 & 3 via Timog,10.125,1020.0,10327.5,31.26,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1335,Espana Rotonda - Proj. 2 & 3 via Timog,9.836,1020.0,10032.720000000001,30.33,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1336,Espana - Rizal Ave. via Blumentritt,1.984,1020.0,2023.68,5.11,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1337,Espana - Rizal Ave. via Blumentritt,1.773,1020.0,1808.4599999999998,4.43,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1338,Evangelista - Libertad,4.858,1020.0,4955.16,14.34,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1339,Evangelista - Libertad,2.953,1020.0,3012.06,8.22,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1340,Fairview (Dahlia) - Cubao (Arayat),15.818,1020.0,16134.359999999999,49.54,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1341,Fairview (Dahlia) - Cubao (Arayat),15.859,1020.0,16176.18,49.67,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1342,Forbes Park - Pasay Rd. via Ayala Ave.,3.104,1020.0,3166.08,8.71,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1343,Forbes Park - Pasay Rd. via Ayala Ave.,3.104,1020.0,3166.08,8.71,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1344,FTI - Kayaman C,7.438,1020.0,7586.759999999999,22.63,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1345,FTI - Kayaman C,6.506,1020.0,6636.12,19.63,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1346,Fort Bonifacio (Gate III) - Guadalupe,12.03,1020.0,12270.599999999999,37.37,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1347,Fort Bonifacio (Gate III) - Guadalupe,7.824,1020.0,7980.48,23.87,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1348,rancisco Homes - Novaliches (TP) via Quirino Hi-way,16.516,1020.0,16846.32,51.78,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1349,rancisco Homes - Novaliches (TP) via Quirino Hi-way,15.48,1020.0,15789.6,48.45,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1350,Francisco Homes - Philcoa,27.369,1020.0,27916.38,86.63,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1351,Francisco Homes - Philcoa,25.146,1020.0,25648.920000000002,79.49,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1352,Francisco Homes - Cubao,28.319,1020.0,28885.379999999997,89.68,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1353,Francisco Homes - Cubao,30.966,1020.0,31585.32,98.18,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1354,Frisco - Pier South via Sta. Cruz,9.669,1020.0,9862.380000000001,29.79,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1355,Frisco - Pier South via Sta. Cruz,11.357,1020.0,11584.14,35.21,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1356,"Gasak - Recto via Dagat-dagatan, C-3",11.458,1020.0,11687.16,35.54,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1357,"Gasak - Recto via Dagat-dagatan, C-3",11.496,1020.0,11725.92,35.66,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1358,Guadalupe Mkt. - L. Guinto via Pasig Line,2.871,1020.0,2928.42,7.96,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1359,Guadalupe Mkt. - L. Guinto via Pasig Line,10.908,1020.0,11126.16,33.77,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1360,Guadalupe Mkt. - L. Guinto via P. Gil,10.342,1020.0,10548.84,31.95,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1361,Guadalupe Mkt. - L. Guinto via P. Gil,7.408,1020.0,7556.160000000001,22.53,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1362,"Guadalupe (ABC) - Brgy. Buting, East Rembo via Kalayaan Ave.",3.635,1020.0,3707.7,10.41,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1363,"Guadalupe (ABC) - Brgy. Buting, East Rembo via Kalayaan Ave.",3.611,1020.0,3683.2200000000003,10.34,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1364,Gumaok (SJDM) - Novaliches TP,14.891,1020.0,15188.82,46.56,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1365,Gumaok (SJDM) - Novaliches TP,13.983,1020.0,14262.66,43.64,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1366,Guadalupe (ABC) - Pateros,4.4,1020.0,4488.0,12.87,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1367,Guadalupe (ABC) - Pateros,5.384,1020.0,5491.68,16.03,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1368,Guadalupe (ABC) - Taguig via Tipas,5.291,1020.0,5396.820000000001,15.73,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1369,Guadalupe (ABC) - Taguig via Tipas,5.404,1020.0,5512.08,16.1,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1370,Guadalupe (ABC) - FTI via J.P. Rizal Extension,11.894,1020.0,12131.880000000001,36.94,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1371,Guadalupe (ABC) - FTI via J.P. Rizal Extension,11.438,1020.0,11666.76,35.47,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1372,AFP/PNP Housing (Taguig) - Guadalupe (ABC) via Bayani Road,7.317,1020.0,7463.34,22.24,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1373,AFP/PNP Housing (Taguig) - Guadalupe (ABC) via Bayani Road,7.016,1020.0,7156.32,21.27,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1374,Heritage Homes - Monumento via NLEX,20.074,1020.0,20475.480000000003,63.2,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1375,Heritage Homes - Monumento via NLEX,19.998,1020.0,20397.960000000003,62.96,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1376,IBF Road/Litex Road - Lupang Pangako (Payatas) via Gravel Pit Road,4.293,1020.0,4378.860000000001,12.53,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1377,IBF Road/Litex Road - Lupang Pangako (Payatas) via Gravel Pit Road,4.293,1020.0,4378.860000000001,12.53,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1378,"Jordan Plains - Philcoa via Marcos Ave., Welcome Rotonda",13.495,1020.0,13764.9,42.08,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1379,"Jordan Plains - Philcoa via Marcos Ave., Welcome Rotonda",14.338,1020.0,14624.759999999998,44.78,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1380,Kabihasnan Road - Sucat/SSH,8.18,1020.0,8343.6,25.01,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1381,Kabihasnan Road - Sucat/SSH,8.18,1020.0,8343.6,25.01,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1382,"Kamuning - Vito Cruz via E. Rodriguez, Mabini",12.798,1020.0,13053.960000000001,39.84,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1383,"Kamuning - Vito Cruz via E. Rodriguez, Mabini",13.899,1020.0,14176.98,43.38,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1384,Kayamanan C - PRC via P. Tamo,3.398,1020.0,3465.96,9.65,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1385,Kayamanan C - PRC via P. Tamo,3.466,1020.0,3535.32,9.87,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1386,L. Guinto - Pandacan,3.754,1020.0,3829.08,10.8,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1387,L. Guinto - Pandacan,3.665,1020.0,3738.3,10.51,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1388,Padre Faura - Sta Ana,4.545,1020.0,4635.9,13.34,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1389,Padre Faura - Sta Ana,5.48,1020.0,5589.6,16.34,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1390,L. Guinto - Zobel Roxas via Paco,1.605,1020.0,1637.1,3.9,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1391,L. Guinto - Zobel Roxas via Paco,1.431,1020.0,1459.6200000000001,3.34,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1392,Lagro - Novaliches,7.008,1020.0,7148.16,21.25,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1393,Lagro - Novaliches,6.1,1020.0,6222.0,18.33,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1394,Lagro - Panay Ave. via Quezon Ave.,17.647,1020.0,17999.94,55.41,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1395,Lagro - Panay Ave. via Quezon Ave.,17.693,1020.0,18046.86,55.56,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1396,Lagro - Welcome Rotonda via Quezon Ave.,20.363,1020.0,20770.26,64.13,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1397,Lagro - Welcome Rotonda via Quezon Ave.,20.746,1020.0,21160.92,65.36,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1398,"Quirino Hi-way/Zabarte - Almar Subdivision -  Panay Ave. via Regalado, Que*",19.286,1020.0,19671.72,60.67,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1399,"Quirino Hi-way/Zabarte - Almar Subdivision -  Panay Ave. via Regalado, Que*",19.477,1020.0,19866.54,61.29,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1400,Bagong Silang - Ever Gotesco extended to Philcoa,19.346,1020.0,19732.920000000002,60.87,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1401,Bagong Silang - Ever Gotesco extended to Philcoa,21.039,1020.0,21459.780000000002,66.3,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1402,Bagong Silang - Ever Gotesco extended to Philcoa,18.545,1020.0,18915.9,58.29,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1405,"Bagong Silang - Philcoa via Commonwealth Ave., Maligaya Park",22.635,1020.0,23087.7,71.43,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1406,Lagro - SM Fairview Loop,2.329,1020.0,2375.5800000000004,6.22,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1407,Lagro - SM Fairview Loop,2.329,1020.0,2375.5800000000004,6.22,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1408,Lardizabal - Rizal Ave. via M. dela Fuente,2.571,1020.0,2622.42,7.0,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1409,Lardizabal - Rizal Ave. via M. dela Fuente,2.801,1020.0,2857.02,7.74,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1410,Libertad - M. dela Cruz,1.202,1020.0,1226.04,2.6,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1411,Libertad - M. dela Cruz,1.245,1020.0,1269.9,2.74,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1412,Libertad - Malibay,4.958,1020.0,5057.16,14.66,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1413,Libertad - Malibay,3.68,1020.0,3753.6000000000004,10.56,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1414,Libertad - Pasay Rd.,5.048,1020.0,5148.96,14.95,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1415,Libertad - Pasay Rd.,3.291,1020.0,3356.8199999999997,9.31,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1416,"Libertad - Retiro via Mabini, Sta. Cruz",11.658,1020.0,11891.16,36.18,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1417,"Libertad - Retiro via Mabini, Sta. Cruz",11.613,1020.0,11845.26,36.03,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1418,Malabon - Monumento via Letre,3.981,1020.0,4060.62,11.53,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1419,Malabon - Monumento via Letre,3.543,1020.0,3613.86,10.12,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1420,Malabon (TP) - Navotas (TP),5.192,1020.0,5295.84,15.41,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1421,Malabon (TP) - Navotas (TP),6.36,1020.0,6487.200000000001,19.17,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1422,Malabon (TP) - Obando,8.413,1020.0,8581.26,25.76,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1423,Malabon (TP) - Obando,8.496,1020.0,8665.92,26.02,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1424,Malanday - Bulacan,6.26,1020.0,6385.2,18.84,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1425,Malanday - Bulacan,6.26,1020.0,6385.2,18.84,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1426,"Malanday - Recto via F. Huertas, Oroquieta",14.475,1020.0,14764.5,45.22,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1427,"Malanday - Recto via F. Huertas, Oroquieta",14.98,1020.0,15279.6,46.85,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1428,"Malanday - Pier South via Rizal Ave., P. Burgos",18.526,1020.0,18896.52,58.23,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1429,"Malanday - Pier South via Rizal Ave., P. Burgos",17.39,1020.0,17737.8,54.59,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1430,Malinta - Bocaue via McArthur Hi-way,9.511,1020.0,9701.22,29.28,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1431,Malinta - Bocaue via McArthur Hi-way,9.511,1020.0,9701.22,29.28,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1432,Malinta - Meycauayan via McArthur,6.153,1020.0,6276.0599999999995,18.5,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1433,Malinta - Monumento via McArthur Hi-way,5.364,1020.0,5471.28,15.97,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1434,Malinta - Novaliches (TP),8.845,1020.0,9021.900000000001,27.15,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1435,Malinta - Novaliches (TP),8.845,1020.0,9021.900000000001,27.15,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1436,Malinta - Sta. Maria via McArthur Hi-way,17.946,1020.0,18304.920000000002,56.37,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1437,Malinta - Sta. Maria via McArthur Hi-way,17.998,1020.0,18357.960000000003,56.54,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1438,Malinta Exit - McArthur Highway via T. Santiago,3.605,1020.0,3677.1,10.32,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1439,Malinta Exit - McArthur Highway via T. Santiago,3.605,1020.0,3677.1,10.32,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1440,Marcos Ave. - Quirino Hi-way via T. Sora,7.931,1020.0,8089.62,24.21,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1441,Marcos Ave. - Quirino Hi-way via T. Sora,7.81,1020.0,7966.2,23.82,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1442,Rodriguez (Rizal) - Litex Market via Litex Rd.,9.294,1020.0,9479.880000000001,28.59,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1443,Rodriguez (Rizal) - Litex Market via Litex Rd.,9.294,1020.0,9479.880000000001,28.59,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1444,Pabahay ni Erap (Sub-urban) - Commonwealth Market,12.418,1020.0,12666.359999999999,38.62,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1445,Pabahay ni Erap (Sub-urban) - Commonwealth Market,12.418,1020.0,12666.359999999999,38.62,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1446,Marikina - Paenaan (Antipolo),14.358,1020.0,14645.16,44.85,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1447,Marikina - Paenaan (Antipolo),12.482,1020.0,12731.64,38.82,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1448,Marikina - Pasig,10.344,1020.0,10550.88,31.96,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1449,Marikina - Pasig,11.55,1020.0,11781.0,35.83,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1450,Marikina - Parang via Fortune,6.202,1020.0,6326.04,18.66,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1451,Marikina - Parang via Fortune,6.33,1020.0,6456.6,19.07,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1453,Marikina - Pateros via Pasig,11.611,1020.0,11843.220000000001,36.03,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1454,Marikina - Pinugay (Philcomsat),12.63,1020.0,12882.6,39.3,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1455,Marikina - Pinugay (Philcomsat),11.397,1020.0,11624.94,35.34,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1456,Marikina - San Mateo,5.855,1020.0,5972.1,17.54,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1457,Marikina - San Mateo,5.842,1020.0,5958.839999999999,17.5,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1458,Marikina - SM Fairview,17.778,1020.0,18133.559999999998,55.83,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1459,Marikina - SM Fairview,17.717,1020.0,18071.34,55.64,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1460,"MCU - Pasay Rotonda via Rizal Ave., Mabini",14.78,1020.0,15075.599999999999,46.2,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1462,"MCU - Pasay Rotonda via Rizal Ave., Taft Ave.",14.413,1020.0,14701.26,45.03,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1463,"MCU - Pasay Rotonda via Rizal Ave., Taft Ave.",14.223,1020.0,14507.460000000001,44.42,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1464,"MCU - Recto via F. Huertas, Oroquieta",6.741,1020.0,6875.82,20.39,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1465,"MCU - Recto via F. Huertas, Oroquieta",7.671,1020.0,7824.42,23.38,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1466,MCU - Sangandaan,1.77,1020.0,1805.4,4.43,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1467,MCU - Sangandaan,1.674,1020.0,1707.48,4.12,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1468,Meycauayan - Monumento via McArthur Hi-way,10.977,1020.0,11196.54,33.99,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1469,Meycauayan - Monumento via McArthur Hi-way,10.976,1020.0,11195.52,33.99,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1470,Monumento - Navotas via Letre,6.867,1020.0,7004.34,20.79,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1471,Monumento - Navotas via Letre,6.971,1020.0,7110.42,21.13,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1472,Monumento - Paco (Obando) via M.H. del Pilar,14.104,1020.0,14386.08,44.03,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1473,Monumento - Paco (Obando) via M.H. del Pilar,14.142,1020.0,14424.84,44.16,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1474,"Monumento - Pasay Rotonda via Rizal Ave., Mabini",14.486,1020.0,14775.720000000001,45.26,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1475,"Monumento - Pasay Rotonda via Rizal Ave., Mabini",15.057,1020.0,15358.140000000001,47.09,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1476,Monumento - Sto. Nino via Expressway,17.697,1020.0,18050.94,55.57,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
LTFRB_PUJ1477,Monumento - Sto. Nino via Expressway,16.302,1020.0,16628.04,51.09,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions
