route_id,route_long_name,avg_headway_min,daily_service_window_hrs,trips_per_day_estimate,weekday_frequency_rows,frequency_source
LTFRB_PUJ1213,Cartimar - EDSA/Buendia via Bel Air,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1214,CCP Complex - Taft Ave. via Vito Cruz,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1215,CCP Complex - Taft Ave. via Vito Cruz,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1216,Cielito Homes - Novaliches (TP) via Old Camarin Rd.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1217,Cielito Homes - Novaliches (TP) via Old Camarin Rd.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1218,Cogeo - Cubao via Marcos Hi-way,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1219,Cogeo - Cubao via Marcos Hi-way,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1220,Crame - Cubao via Murphy,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1221,Crame - Cubao via Murphy,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1222,"Crame - Q-Mart via P. Tuazon, E. Garcia",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1223,"Crame - Q-Mart via P. Tuazon, E. Garcia",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1224,"Cubao-Divisoria via Sta.Mesa,Aurora Blvd.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1225,"Cubao-Divisoria via Sta.Mesa,Aurora Blvd.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1226,Cubao - Pier South via Espana,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1227,Cubao - Pier South via Espana,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1228,Cubao - Proj. 4 via P. Tuazon,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1229,Cubao - Proj. 4 via P. Tuazon,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1230,"Cubao - Remedios via Quiapo, L. Guinto",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1232,Cubao - Recto via Espana,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1233,Cubao - Recto via Espana,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1234,Cubao - Lagro via Kalayaan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1235,Cubao - Lagro via Kalayaan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1236,Cubao (Arayat) - V. Luna via Ybardolaza,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1237,Cubao (Arayat) - V. Luna via Ybardolaza,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1238,Dagat - Dagatan - del Pan via Rotonda,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1239,Dagat - Dagatan - del Pan via Rotonda,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1240,Dasmarinas Resettlement Area - Baclaran via Coastal Rd.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1241,Dasmarinas Resettlement Area - Baclaran via Coastal Rd.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1243,Dapitan - I. Delos Reyes/P. Campa via Laon Laan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1244,Dapitan - Libertad via Mabini,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1245,Dapitan - Libertad via Mabini,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1246,Dapitan - Pasay RTDA. Via L. Guinto,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1247,Dapitan - Pasay RTDA. Via L. Guinto,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1248,H. Dela Costa II - SM Fairview via Quirino Highway,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1249,H. Dela Costa II - SM Fairview via Quirino Highway,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1250,Del Monte - Quezon Ave. via Banaue,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1251,Del Monte - Quezon Ave. via Banaue,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1252,Del Pan Guadalupe (Ibabaw),1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1253,Del Pan Guadalupe (Ibabaw),1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1254,Dian - Libertad,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1255,Dian - Libertad,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1256,"Divisoria - Don Bosco via Moriones, Dagupan, Juan Luna",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1257,"Divisoria - Don Bosco via Moriones, Dagupan, Juan Luna",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1258,Divisoria - Gasak via H. Lopez,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1259,Divisoria - Gasak via H. Lopez,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1260,Divisoria - Libertad via L. Guinto,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1261,Divisoria - Libertad via L. Guinto,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1262,Divisoria - Libertad via Mabini,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1263,Divisoria - Libertad via Mabini,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1264,Divisoria - Malinta via J.A. Santos,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1265,Divisoria - Malinta via J.A. Santos,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1266,Divisoria - Magpajo via A. Mabini,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1267,Divisoria - Magpajo via A. Mabini,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1268,"Divisoria - MCU via Del Mundo, J.A. Santos",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1269,"Divisoria - MCU via Del Mundo, J.A. Santos",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1270,"Divisoria - Murphy via Legarda, Aurora Blvd.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1271,"Divisoria - Murphy via Legarda, Aurora Blvd.",1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1272,Divisoria - Navotas via H. Lopez,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1273,Divisoria - Navotas via H. Lopez,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1274,Divisoria - Pasay RTDA. Via L. Guinto,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1275,Divisoria - Pasay RTDA. Via L. Guinto,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1276,Divisoria - Pier North via Del Pan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1277,Divisoria - Pier North via Del Pan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1278,Divisoria - Punta via Sta. Mesa,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1279,Divisoria - Punta via Sta. Mesa,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1280,Divisoria - Retiro via J. A. Santos,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1281,Divisoria - Retiro via J. A. Santos,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1282,Divisoria - Sangandaan via Maypajo,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1283,Divisoria - Sangandaan via Maypajo,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1284,Divisoria - San Juan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1285,Divisoria - San Juan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1286,Divisoria - Sta. Cruz via Madrid,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1288,Divisoria - Sta. Mesa via R. Magsaysay,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1289,Divisoria - Sta. Mesa via R. Magsaysay,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1290,Divisoria - Gastambide via Morayta,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1291,Divisoria - Gastambide via Morayta,1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1292,Divisoria T.M. Kalaw via Jones Br.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1293,Divisoria T.M. Kalaw via Jones Br.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1294,Divisoria - Tayuman via Dagupan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1295,Divisoria - Tayuman via Dagupan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1296,Divisoria - Velasquez,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1297,Divisoria - Velasquez,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1298,Dominga - Libertad,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1299,Dominga - Libertad,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1300,EDSA/North Ave. - Tandang Sora/Mindanao Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1301,EDSA/North Ave. - Tandang Sora/Mindanao Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1304,"EDSA/North Ave. - UP via North Ave., Marcos Ave.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1305,"EDSA/North Ave. - UP via North Ave., Marcos Ave.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1306,EDSA/Pioneer - Pateros via Pasig,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1307,EDSA/Pioneer - Pateros via Pasig,1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1308,EDSA/SSH - Sucat via SSH,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1309,EDSA/SSH - Sucat via SSH,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1310,EDSA/Shaw - E. Rodriguez (Ugong) via J. Vargas Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1311,EDSA/Shaw - E. Rodriguez (Ugong) via J. Vargas Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1312,EDSA/Shaw Central - Kalentong/JRC,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1313,EDSA/Shaw Central - Kalentong/JRC,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1314,"EDSA/Shaw Central - Morong via Binangonan, Cardona",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1315,"EDSA/Shaw Central - Morong via Binangonan, Cardona",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1316,EDSA - Shaw - Ortigas Complex,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1317,EDSA - Shaw - Ortigas Complex,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1318,EDSA/Shaw Central - Pasig (TP),1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1319,EDSA/Shaw Central - Pasig (TP),1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1321,EDSA/Shaw Central - Taytay,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1322,Edsa/Shaw.Central -Tipas (Taguig) via San Joaquin,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1323,Edsa/Shaw.Central -Tipas (Taguig) via San Joaquin,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1324,EDSA/West Ave. - Panay Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1325,EDSA/West Ave. - Panay Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1326,Escolta - Libertad via L. Guinto,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1327,Escolta - Libertad via L. Guinto,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1328,"MCU - Vito Cruz via Rizal Ave., Taft Ave.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1330,"Escolta - Monumento via G. del Mundo, Dasmarinas, Nueva",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1331,"Escolta - Monumento via G. del Mundo, Dasmarinas, Nueva",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1332,Monumento - Pier South via Rizal Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1333,Monumento - Pier South via Rizal Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1334,Espana Rotonda - Proj. 2 & 3 via Timog,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1335,Espana Rotonda - Proj. 2 & 3 via Timog,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1336,Espana - Rizal Ave. via Blumentritt,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1337,Espana - Rizal Ave. via Blumentritt,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1338,Evangelista - Libertad,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1339,Evangelista - Libertad,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1340,Fairview (Dahlia) - Cubao (Arayat),1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1341,Fairview (Dahlia) - Cubao (Arayat),1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1342,Forbes Park - Pasay Rd. via Ayala Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1343,Forbes Park - Pasay Rd. via Ayala Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1344,FTI - Kayaman C,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1345,FTI - Kayaman C,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1346,Fort Bonifacio (Gate III) - Guadalupe,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1347,Fort Bonifacio (Gate III) - Guadalupe,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1348,rancisco Homes - Novaliches (TP) via Quirino Hi-way,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1349,rancisco Homes - Novaliches (TP) via Quirino Hi-way,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1350,Francisco Homes - Philcoa,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1351,Francisco Homes - Philcoa,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1352,Francisco Homes - Cubao,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1353,Francisco Homes - Cubao,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1354,Frisco - Pier South via Sta. Cruz,1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1355,Frisco - Pier South via Sta. Cruz,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1356,"Gasak - Recto via Dagat-dagatan, C-3",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1357,"Gasak - Recto via Dagat-dagatan, C-3",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1358,Guadalupe Mkt. - L. Guinto via Pasig Line,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1359,Guadalupe Mkt. - L. Guinto via Pasig Line,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1360,Guadalupe Mkt. - L. Guinto via P. Gil,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1361,Guadalupe Mkt. - L. Guinto via P. Gil,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1362,"Guadalupe (ABC) - Brgy. Buting, East Rembo via Kalayaan Ave.",1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1363,"Guadalupe (ABC) - Brgy. Buting, East Rembo via Kalayaan Ave.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1364,Gumaok (SJDM) - Novaliches TP,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1365,Gumaok (SJDM) - Novaliches TP,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1366,Guadalupe (ABC) - Pateros,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1367,Guadalupe (ABC) - Pateros,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1368,Guadalupe (ABC) - Taguig via Tipas,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1369,Guadalupe (ABC) - Taguig via Tipas,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1370,Guadalupe (ABC) - FTI via J.P. Rizal Extension,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1371,Guadalupe (ABC) - FTI via J.P. Rizal Extension,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1372,AFP/PNP Housing (Taguig) - Guadalupe (ABC) via Bayani Road,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1373,AFP/PNP Housing (Taguig) - Guadalupe (ABC) via Bayani Road,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1374,Heritage Homes - Monumento via NLEX,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1375,Heritage Homes - Monumento via NLEX,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1376,IBF Road/Litex Road - Lupang Pangako (Payatas) via Gravel Pit Road,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1377,IBF Road/Litex Road - Lupang Pangako (Payatas) via Gravel Pit Road,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1378,"Jordan Plains - Philcoa via Marcos Ave., Welcome Rotonda",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1379,"Jordan Plains - Philcoa via Marcos Ave., Welcome Rotonda",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1380,Kabihasnan Road - Sucat/SSH,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1381,Kabihasnan Road - Sucat/SSH,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1382,"Kamuning - Vito Cruz via E. Rodriguez, Mabini",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1383,"Kamuning - Vito Cruz via E. Rodriguez, Mabini",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1384,Kayamanan C - PRC via P. Tamo,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1385,Kayamanan C - PRC via P. Tamo,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1386,L. Guinto - Pandacan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1387,L. Guinto - Pandacan,1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1388,Padre Faura - Sta Ana,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1389,Padre Faura - Sta Ana,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1390,L. Guinto - Zobel Roxas via Paco,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1391,L. Guinto - Zobel Roxas via Paco,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1392,Lagro - Novaliches,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1393,Lagro - Novaliches,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1394,Lagro - Panay Ave. via Quezon Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1395,Lagro - Panay Ave. via Quezon Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1396,Lagro - Welcome Rotonda via Quezon Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1397,Lagro - Welcome Rotonda via Quezon Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1398,"Quirino Hi-way/Zabarte - Almar Subdivision -  Panay Ave. via Regalado, Que*",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1399,"Quirino Hi-way/Zabarte - Almar Subdivision -  Panay Ave. via Regalado, Que*",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1400,Bagong Silang - Ever Gotesco extended to Philcoa,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1401,Bagong Silang - Ever Gotesco extended to Philcoa,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1402,Bagong Silang - Ever Gotesco extended to Philcoa,1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1405,"Bagong Silang - Philcoa via Commonwealth Ave., Maligaya Park",1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1406,Lagro - SM Fairview Loop,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1407,Lagro - SM Fairview Loop,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1408,Lardizabal - Rizal Ave. via M. dela Fuente,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1409,Lardizabal - Rizal Ave. via M. dela Fuente,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1410,Libertad - M. dela Cruz,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1411,Libertad - M. dela Cruz,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1412,Libertad - Malibay,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1413,Libertad - Malibay,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1414,Libertad - Pasay Rd.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1415,Libertad - Pasay Rd.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1416,"Libertad - Retiro via Mabini, Sta. Cruz",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1417,"Libertad - Retiro via Mabini, Sta. Cruz",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1418,Malabon - Monumento via Letre,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1419,Malabon - Monumento via Letre,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1420,Malabon (TP) - Navotas (TP),1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1421,Malabon (TP) - Navotas (TP),1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1422,Malabon (TP) - Obando,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1423,Malabon (TP) - Obando,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1424,Malanday - Bulacan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
