route_id,route_long_name,avg_headway_min,daily_service_window_hrs,trips_per_day_estimate,weekday_frequency_rows,frequency_source
LTFRB_PUJ1425,Malanday - Bulacan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1426,"Malanday - Recto via F. Huertas, Oroquieta",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1427,"Malanday - Recto via F. Huertas, Oroquieta",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1428,"Malanday - Pier South via Rizal Ave., P. Burgos",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1429,"Malanday - Pier South via Rizal Ave., P. Burgos",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1430,Malinta - Bocaue via McArthur Hi-way,1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1431,Malinta - Bocaue via McArthur Hi-way,1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1432,Malinta - Meycauayan via McArthur,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1433,Malinta - Monumento via McArthur Hi-way,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1434,Malinta - Novaliches (TP),1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1435,Malinta - Novaliches (TP),1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1436,Malinta - Sta. Maria via McArthur Hi-way,1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1437,Malinta - Sta. Maria via McArthur Hi-way,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1438,Malinta Exit - McArthur Highway via T. Santiago,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1439,Malinta Exit - McArthur Highway via T. Santiago,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1440,Marcos Ave. - Quirino Hi-way via T. Sora,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1441,Marcos Ave. - Quirino Hi-way via T. Sora,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1442,Rodriguez (Rizal) - Litex Market via Litex Rd.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1443,Rodriguez (Rizal) - Litex Market via Litex Rd.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1444,Pabahay ni Erap (Sub-urban) - Commonwealth Market,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1445,Pabahay ni Erap (Sub-urban) - Commonwealth Market,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1446,Marikina - Paenaan (Antipolo),1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1447,Marikina - Paenaan (Antipolo),1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1448,Marikina - Pasig,1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1449,Marikina - Pasig,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1450,Marikina - Parang via Fortune,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1451,Marikina - Parang via Fortune,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1453,Marikina - Pateros via Pasig,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1454,Marikina - Pinugay (Philcomsat),1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1455,Marikina - Pinugay (Philcomsat),1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1456,Marikina - San Mateo,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1457,Marikina - San Mateo,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1458,Marikina - SM Fairview,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1459,Marikina - SM Fairview,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1460,"MCU - Pasay Rotonda via Rizal Ave., Mabini",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1462,"MCU - Pasay Rotonda via Rizal Ave., Taft Ave.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1463,"MCU - Pasay Rotonda via Rizal Ave., Taft Ave.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1464,"MCU - Recto via F. Huertas, Oroquieta",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1465,"MCU - Recto via F. Huertas, Oroquieta",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1466,MCU - Sangandaan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1467,MCU - Sangandaan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1468,Meycauayan - Monumento via McArthur Hi-way,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1469,Meycauayan - Monumento via McArthur Hi-way,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1470,Monumento - Navotas via Letre,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1471,Monumento - Navotas via Letre,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1472,Monumento - Paco (Obando) via M.H. del Pilar,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1473,Monumento - Paco (Obando) via M.H. del Pilar,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1474,"Monumento - Pasay Rotonda via Rizal Ave., Mabini",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1475,"Monumento - Pasay Rotonda via Rizal Ave., Mabini",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1476,Monumento - Sto. Nino via Expressway,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1477,Monumento - Sto. Nino via Expressway,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1478,"Monumento - Vito Cruz via Rizal Ave., Taft Ave.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1480,"Monumento - Vito C ruz via Rizal Ave., Mabini",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1482,"Munoz - Remedios via Quiapo, L. Guinto",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1483,"Munoz - Remedios via Quiapo, L. Guinto",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1484,"Murphy - North Harbor via Divisoria, Sta. Mesa",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1485,"Murphy - North Harbor via Divisoria, Sta. Mesa",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1486,Napocor/Niaville - Mindanao Ave. via Congressional Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1487,Napocor/Niaville - Mindanao Ave. via Congressional Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1488,Navotas - Recto via Heroes del 96,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1489,Navotas - Recto via Heroes del 96,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1490,"FTI - Uniwide Coastal Mall via VAB, NAB",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1491,"FTI - Uniwide Coastal Mall via VAB, NAB",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1492,Nichols - Vito Cruz via Park Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1493,Nichols - Vito Cruz via Park Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1494,Novaliches TP - Gumaoc - Palmera Subd. (SJDM),1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1495,Novaliches TP - Gumaoc - Palmera Subd. (SJDM),1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1496,Novaliches (TP) - Brgy. Deparo,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1497,Novaliches (TP) - Brgy. Deparo,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1498,"Novaliches - Shelter Ville via Camarin Rd., Bagon Silang",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1499,"Novaliches - Shelter Ville via Camarin Rd., Bagon Silang",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1500,Novaliches - Tala via Quirino,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1501,Novaliches - Tala via Quirino,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1502,"Novaliches - Tala via Camarin, Susano Rd.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1504,Novaliches - Urduja,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1505,Novaliches - Urduja,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1506,"Novaliches (TP) - Bigte (Norzagaray, Bulacan) via Quirino Highway",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1507,"Novaliches (TP) - Bigte (Norzagaray, Bulacan) via Quirino Highway",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1508,P. Faura - San Andres,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1509,P. Faura - San Andres,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1510,Paco - Pier South,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1511,Paco - Pier South,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1512,Paco - Sta. Mesa Rotonda via Nagtahan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1513,Paco - Sta. Mesa Rotonda via Nagtahan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1514,"Pantranco - Proj. 2 & 3 via Timog, Kamuning",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1515,"Pantranco - Proj. 2 & 3 via Timog, Kamuning",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1516,Pantranco - Proj. 8 via Roosevelt,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1517,Pantranco - Proj. 8 via Roosevelt,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1518,Pantranco - U.P.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1519,Pantranco - U.P.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1520,Parang - Recto,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1521,Parang - Recto,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1522,Parang - Stop & Shop via Aurora Blvd.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1523,Parang - Stop & Shop via Aurora Blvd.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1524,Pasay Rotonda - Signal Village,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1525,Pasay Rotonda - Signal Village,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1526,"Pasig (TP) - Quiapo (Echague) via Sta. Mesa, C. Palanca",1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1527,"Pasig (TP) - Quiapo (Echague) via Sta. Mesa, C. Palanca",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1528,"Pasig - Taguig via Maestrang Pinang, Tipas",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1529,"Pasig - Taguig via Maestrang Pinang, Tipas",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1530,"Philcoa - Rodriguez Town (Montalban) via Commonwealth Ave., Kalayaan Ave.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1531,"Philcoa - Rodriguez Town (Montalban) via Commonwealth Ave., Kalayaan Ave.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1532,Philcoa - T.M. Kalaw via Quezon Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1533,Philcoa - T.M. Kalaw via Quezon Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1534,Pier South - Proj. 2 & 3 via E. Rodriguez,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1535,Pier South - Proj. 2 & 3 via E. Rodriguez,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1536,Pier South - Proj. 2 & 3 via Timog,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1537,Pier South - Proj. 2 & 3 via Timog,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1538,Pier South - Proj. 4 via Espana,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1539,Pier South - Proj. 4 via Espana,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1540,Pier South - Proj. 6 via Espana,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1542,"Pier South - Proj. 7 via Espana, Roosevelt",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1543,"Pier South - Proj. 7 via Espana, Roosevelt",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1544,Pier South - Proj. 8 via Quezon Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1545,Pier South - Proj. 8 via Quezon Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1547,Pier South - Retiro via Sta. Cruz,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1548,Pier South - Sta. Ana via Padre Faura,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1549,Pier South - Sta. Ana via Padre Faura,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1550,"Proj. 2 & 3 - Recto via Kamuning, E. Rodriguez",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1551,"Proj. 2 & 3 - Recto via Kamuning, E. Rodriguez",1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1552,Proj. 2 & 3 - T. M. Kalaw via E. Rodriguez,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1554,"Proj. 2 & 3 - Q. Mart via Anonas, Kamias",1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1555,"Proj. 2 & 3 - Q. Mart via Anonas, Kamias",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1557,Proj. 6 - T.M. Kalaw via Quezon Ave.,1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1558,"Proj. 7 - T.M. Kalaw via Roosevelt, Quezon Ave.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1559,"Proj. 7 - T.M. Kalaw via Roosevelt, Quezon Ave.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1560,Proj. 8 - T.M. Kalaw via Quezon Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1561,Proj. 8 - T.M. Kalaw via Quezon Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1562,Punta - Quiapo (Barbosa) via Sta. Mesa,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1563,Punta - Quiapo (Barbosa) via Sta. Mesa,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1564,Punta - Pier via Manila City Hall,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1565,Punta - Pier via Manila City Hall,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1566,Queens Row Vill. - Talon via Marcos Alvarez,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1567,Queens Row Vill. - Talon via Marcos Alvarez,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1568,Quezon Ave. - Sta. Mesa Mkt. via Araneta Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1569,Quezon Ave. - Sta. Mesa Mkt. via Araneta Ave.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1570,Quezon Ave./Sct. Chuatoco - Roxas Dist.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1571,Quezon Ave./Sct. Chuatoco - Roxas Dist.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1572,Quiapo (Barbosa) - San Juan via Legarda,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1573,Quiapo (Barbosa) - San Juan via Legarda,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1574,"Recto - Roxas Dist. via Quezon Ave., Espana",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1575,"Recto - Roxas Dist. via Quezon Ave., Espana",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1576,"Recto - SSS Village via Aurora Blvd., Espana",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1577,"Recto - SSS Village via Aurora Blvd., Espana",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1578,"Rosario Jct. - San Juan via Pinaglabanan, Ortigas",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1580,"San Juan (Pinaglabanan) - San Juan, Taytay (Resettlement Area)",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1581,"San Juan (Pinaglabanan) - San Juan, Taytay (Resettlement Area)",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1582,"San Andres Mkt. - Sta. Ana via P. Faura, P. Gil",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1583,"San Andres Mkt. - Sta. Ana via P. Faura, P. Gil",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1584,San Miguel - Ikot,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1585,San Miguel - Ikot,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1587,Santol - Pina Ave. via Buenos Aires,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1588,SSS Village - Stop & Shop via Aurora Blvd.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1589,SSS Village - Stop & Shop via Aurora Blvd.,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1590,Sucat Hi-way - Bagumbayan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1591,Sucat Hi-way - Bagumbayan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1592,Sucat - Market-Market,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1593,Sucat - Market-Market,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1594,T.M. Kalaw - Balara via Katipunan,1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1595,T.M. Kalaw - Balara via Katipunan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1596,"Talon - Pailiparan (Dasmarinas, Cavite) via Molino Rd.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1597,"Talon - Pailiparan (Dasmarinas, Cavite) via Molino Rd.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1598,"Golden City Subd. - Molino Market via Talon, Molino Rd.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1599,"Golden City Subd. - Molino Market via Talon, Molino Rd.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1600,Tanza - Zapote (Las Pinas) via Aguinaldo Hi-way,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1601,Tanza - Zapote (Las Pinas) via Aguinaldo Hi-way,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1602,Tandang Sora - Visayas Ave. via Q.C. Hall,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1603,Tandang Sora - Visayas Ave. via Q.C. Hall,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1604,Camarin-Trinoma,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1605,Camarin-Trinoma,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1606,Proj 7 - Quiapo,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1607,Proj 7 - Quiapo,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1608,Proj 6 - Vito cruz via Quezon Avenue,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1609,Proj 6 - Vito cruz via Quezon Avenue,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1610,proj. 8 - Quiapo,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1611,proj. 8 - Quiapo,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1612,Guadalupe-Makati,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1613,Guadalupe-Makati,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1614,Malanday-Sta Cruz,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1615,Malanday-Sta Cruz,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1616,Munoz - Luzon,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1617,Munoz - Luzon,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1618,Guadalupe - Cartimar,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1619,Guadalupe - Cartimar,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1620,Ever - Bagong Silangan via Violago Homes,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1621,Ever - Bagong Silangan via Violago Homes,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1622,UP Highway - Sangandaan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1623,UP Highway - Sangandaan,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1624,MRT - Quirino via C-5,1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1625,MRT - Quirino via C-5,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1626,Prenza (Marilao) - Monumento via McArthur Hi-way,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1627,Prenza (Marilao) - Monumento via McArthur Hi-way,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1628,Del Monte - Kanloan via Mayon,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1629,Del Monte - Kanloan via Mayon,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1630,Calamba (TP) -San Pedro National Road,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1631,Calamba (TP) -San Pedro National Road,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1632,"Calamba (TP) - San Pedro, Pacita via Carmona Exit.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1633,"Calamba (TP) - San Pedro, Pacita via Carmona Exit.",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1634,"Cogeo - Paenaan via Padilla, Marcos Hi-way",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1635,"Cogeo - Paenaan via Padilla, Marcos Hi-way",1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1636,EDSA/Shaw Central - Morong,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
LTFRB_PUJ1637,EDSA/Shaw Central - Morong,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday
