route_id,geometry_source,endpoint_distance_km,geometry_detour_ratio,duplicate_stop_fraction,max_consecutive_stop_gap_km,geometry_valid,self_intersection_flag,geometry_reliability_score,geometry_reliability_grade,geometry_reliability_reasons,geometry_validation_required,geometry_claim_status
LTFRB_PUJ1076,stop_sequence_approx,10.681,1.091,0.0,0.708,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1077,stop_sequence_approx,9.642,1.084,0.0,0.586,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1078,stop_sequence_approx,9.642,1.148,0.0,0.434,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1079,stop_sequence_approx,9.758,1.223,0.0,0.639,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1080,stop_sequence_approx,9.758,1.228,0.0,0.482,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1081,stop_sequence_approx,7.635,1.161,0.0,0.639,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1083,stop_sequence_approx,10.619,1.342,0.0,0.512,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1084,stop_sequence_approx,10.619,1.361,0.0,0.52,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1085,stop_sequence_approx,8.383,1.13,0.0,0.583,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1086,stop_sequence_approx,8.383,1.15,0.0,0.583,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1087,stop_sequence_approx,8.577,1.091,0.0,0.482,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1088,stop_sequence_approx,8.577,1.259,0.0,0.434,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1089,stop_sequence_approx,9.417,1.269,0.0,0.482,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1090,stop_sequence_approx,9.417,1.279,0.0,0.448,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1091,stop_sequence_approx,10.346,1.106,0.0,0.583,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1094,stop_sequence_approx,10.445,1.112,0.0,0.553,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1095,stop_sequence_approx,10.533,1.301,0.0,0.471,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1096,stop_sequence_approx,10.533,1.301,0.0,0.471,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1097,stop_sequence_approx,10.291,1.301,0.0,0.659,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1098,stop_sequence_approx,10.291,1.33,0.0,0.471,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1099,stop_sequence_approx,7.892,1.087,0.0,0.52,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1100,stop_sequence_approx,7.892,1.103,0.0,0.512,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1101,stop_sequence_approx,15.5,1.187,0.0,0.622,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1102,stop_sequence_approx,15.5,1.191,0.0,0.622,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1103,stop_sequence_approx,1.605,1.65,0.0,0.392,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1104,stop_sequence_approx,1.605,1.386,0.0,0.405,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1105,stop_sequence_approx,1.266,1.254,0.0,0.276,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1106,stop_sequence_approx,1.266,1.42,0.0,0.409,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1107,stop_sequence_approx,9.821,1.252,0.0,0.44,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1108,stop_sequence_approx,9.821,1.389,0.0175,0.44,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1109,stop_sequence_approx,10.534,1.194,0.0,0.37,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1110,stop_sequence_approx,10.534,1.185,0.0,0.37,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1111,stop_sequence_approx,3.556,1.38,0.0,0.351,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1112,stop_sequence_approx,3.556,1.61,0.0,0.434,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1113,stop_sequence_approx,1.449,1.011,0.0,0.318,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1114,stop_sequence_approx,1.449,2.484,0.2,0.76,True,True,30.0,D,ordered-stop planning approximation | few representative stops | duplicate coordinates | self-intersection detected,True,DERIVED
LTFRB_PUJ1116,stop_sequence_approx,6.311,1.297,0.0,0.398,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1117,stop_sequence_approx,5.473,1.34,0.0,0.398,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1118,stop_sequence_approx,5.473,1.679,0.0,0.398,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1121,stop_sequence_approx,2.073,1.241,0.0,0.317,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1122,stop_sequence_approx,2.073,1.475,0.0,0.317,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1123,stop_sequence_approx,1.619,1.653,0.0,0.471,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1124,stop_sequence_approx,1.619,1.445,0.0,0.44,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1125,stop_sequence_approx,2.917,1.332,0.0,0.37,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1128,stop_sequence_approx,2.917,1.268,0.0,0.37,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1129,stop_sequence_approx,0.246,16.256,0.0,0.432,True,False,41.0,D,ordered-stop planning approximation | extreme detour ratio,True,DERIVED
LTFRB_PUJ1130,stop_sequence_approx,3.633,1.102,0.0,0.377,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1131,stop_sequence_approx,3.633,1.102,0.0,0.377,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1132,stop_sequence_approx,11.335,1.129,0.0,0.342,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1133,stop_sequence_approx,11.335,1.129,0.0,0.342,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1134,stop_sequence_approx,2.572,1.46,0.0,0.22,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1135,stop_sequence_approx,2.572,1.46,0.0,0.22,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1136,stop_sequence_approx,9.475,1.807,0.0,0.585,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1137,stop_sequence_approx,9.475,1.556,0.0,0.442,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1138,stop_sequence_approx,1.727,1.046,0.0,0.323,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1139,stop_sequence_approx,1.727,1.13,0.0,0.323,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1140,stop_sequence_approx,8.412,1.231,0.0208,0.391,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1141,stop_sequence_approx,8.412,1.054,0.0,0.391,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1142,stop_sequence_approx,2.948,1.195,0.0,0.391,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
