route_id,geometry_source,endpoint_distance_km,geometry_detour_ratio,duplicate_stop_fraction,max_consecutive_stop_gap_km,geometry_valid,self_intersection_flag,geometry_reliability_score,geometry_reliability_grade,geometry_reliability_reasons,geometry_validation_required,geometry_claim_status
LTFRB_PUJ1393,stop_sequence_approx,2.809,2.172,0.0,0.442,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1394,stop_sequence_approx,12.214,1.445,0.0,0.55,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1395,stop_sequence_approx,12.214,1.449,0.0,0.48,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1396,stop_sequence_approx,14.669,1.388,0.0,0.55,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1397,stop_sequence_approx,14.669,1.414,0.0,0.48,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1398,stop_sequence_approx,12.36,1.56,0.0,0.55,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1399,stop_sequence_approx,12.36,1.576,0.0,0.48,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1400,stop_sequence_approx,14.2,1.362,0.0,0.48,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1401,stop_sequence_approx,14.2,1.482,0.0,0.524,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1402,stop_sequence_approx,13.471,1.377,0.0,0.48,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1405,stop_sequence_approx,13.471,1.68,0.011,0.48,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1406,stop_sequence_approx,1.713,1.36,0.0,0.431,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1407,stop_sequence_approx,1.713,1.36,0.0,0.431,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1408,stop_sequence_approx,2.479,1.037,0.0,0.471,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1409,stop_sequence_approx,2.479,1.13,0.0,0.44,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1410,stop_sequence_approx,0.916,1.312,0.0,0.552,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1411,stop_sequence_approx,0.916,1.359,0.0,0.338,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1412,stop_sequence_approx,3.575,1.387,0.1176,0.543,True,True,42.0,D,ordered-stop planning approximation | duplicate coordinates | self-intersection detected,True,DERIVED
LTFRB_PUJ1413,stop_sequence_approx,3.575,1.029,0.0,0.543,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1414,stop_sequence_approx,2.697,1.872,0.0526,0.454,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1415,stop_sequence_approx,2.697,1.22,0.0,0.454,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1416,stop_sequence_approx,9.044,1.289,0.0,0.506,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1417,stop_sequence_approx,9.044,1.284,0.0,0.548,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1418,stop_sequence_approx,3.233,1.231,0.0,0.342,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1419,stop_sequence_approx,3.233,1.096,0.0,0.342,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1420,stop_sequence_approx,1.083,4.795,0.0,0.377,True,False,41.0,D,ordered-stop planning approximation | extreme detour ratio,True,DERIVED
LTFRB_PUJ1421,stop_sequence_approx,1.083,5.874,0.0,0.349,True,False,41.0,D,ordered-stop planning approximation | extreme detour ratio,True,DERIVED
LTFRB_PUJ1422,stop_sequence_approx,7.348,1.145,0.0,0.377,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1423,stop_sequence_approx,7.348,1.156,0.0,0.377,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1424,stop_sequence_approx,4.276,1.464,0.0,0.368,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1425,stop_sequence_approx,4.276,1.464,0.0,0.368,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1426,stop_sequence_approx,13.029,1.111,0.0,0.499,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1427,stop_sequence_approx,13.029,1.15,0.0,0.728,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1428,stop_sequence_approx,14.991,1.236,0.0,0.499,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1429,stop_sequence_approx,14.991,1.16,0.0,0.499,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1430,stop_sequence_approx,8.365,1.137,0.0,0.499,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1431,stop_sequence_approx,8.365,1.137,0.0,0.499,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1432,stop_sequence_approx,5.257,1.17,0.0,0.499,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1433,stop_sequence_approx,4.724,1.135,0.0,0.413,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1434,stop_sequence_approx,8.396,1.053,0.0,0.354,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1435,stop_sequence_approx,8.396,1.053,0.0,0.354,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1436,stop_sequence_approx,14.03,1.279,0.0,0.52,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1437,stop_sequence_approx,14.03,1.283,0.0,0.52,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1438,stop_sequence_approx,3.531,1.021,0.0,0.354,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1439,stop_sequence_approx,3.531,1.021,0.0,0.354,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1440,stop_sequence_approx,6.329,1.253,0.0294,0.539,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1441,stop_sequence_approx,6.329,1.234,0.0294,0.539,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1442,stop_sequence_approx,6.608,1.406,0.0,0.448,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1443,stop_sequence_approx,6.608,1.406,0.0,0.448,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1444,stop_sequence_approx,9.109,1.363,0.0,0.448,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1445,stop_sequence_approx,9.109,1.363,0.0,0.448,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1446,stop_sequence_approx,9.796,1.466,0.0,0.555,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1447,stop_sequence_approx,9.796,1.274,0.0,0.44,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1448,stop_sequence_approx,8.228,1.257,0.0,0.405,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1449,stop_sequence_approx,8.228,1.404,0.06,0.64,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1450,stop_sequence_approx,4.685,1.324,0.0,0.345,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1451,stop_sequence_approx,4.685,1.351,0.0,0.345,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1453,stop_sequence_approx,9.598,1.21,0.02,0.338,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1454,stop_sequence_approx,9.735,1.297,0.0189,0.44,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1455,stop_sequence_approx,9.531,1.196,0.0,0.44,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1456,stop_sequence_approx,4.941,1.185,0.0,0.345,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1457,stop_sequence_approx,4.941,1.182,0.0,0.345,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1458,stop_sequence_approx,13.663,1.301,0.0,0.553,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1459,stop_sequence_approx,13.663,1.297,0.0,0.48,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1460,stop_sequence_approx,13.406,1.102,0.0,0.482,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1462,stop_sequence_approx,13.466,1.07,0.0,0.583,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1463,stop_sequence_approx,13.466,1.056,0.0,0.583,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1464,stop_sequence_approx,5.987,1.126,0.0,0.586,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1465,stop_sequence_approx,5.987,1.281,0.0,0.328,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1466,stop_sequence_approx,1.517,1.167,0.0,0.325,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1467,stop_sequence_approx,1.517,1.103,0.0,0.386,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1468,stop_sequence_approx,9.322,1.177,0.0,0.499,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1469,stop_sequence_approx,9.322,1.177,0.0,0.522,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1470,stop_sequence_approx,5.553,1.237,0.0,0.349,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1471,stop_sequence_approx,5.553,1.255,0.0,0.377,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1472,stop_sequence_approx,12.372,1.14,0.0,0.667,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1473,stop_sequence_approx,12.372,1.143,0.0,0.472,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1474,stop_sequence_approx,13.216,1.096,0.0,0.482,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1475,stop_sequence_approx,13.216,1.139,0.0,0.445,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1476,stop_sequence_approx,12.08,1.465,0.0658,0.553,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1477,stop_sequence_approx,12.08,1.349,0.0,0.553,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1478,stop_sequence_approx,10.597,1.139,0.0,0.37,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1480,stop_sequence_approx,10.733,1.108,0.0,0.482,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1482,stop_sequence_approx,10.913,1.281,0.0156,0.405,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1483,stop_sequence_approx,10.913,1.256,0.0,0.548,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1484,stop_sequence_approx,10.479,1.113,0.0,0.541,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1485,stop_sequence_approx,10.479,1.092,0.0,0.541,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1486,stop_sequence_approx,4.344,1.58,0.0286,0.392,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1487,stop_sequence_approx,4.344,1.508,0.0,0.33,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1488,stop_sequence_approx,9.152,1.399,0.0,0.438,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1489,stop_sequence_approx,9.152,1.385,0.0,0.438,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1490,stop_sequence_approx,5.929,2.081,0.0,0.631,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1491,stop_sequence_approx,5.929,1.953,0.0,0.631,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1492,stop_sequence_approx,2.742,1.723,0.0,0.442,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1493,stop_sequence_approx,2.742,1.111,0.0,0.496,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1494,stop_sequence_approx,11.543,1.563,0.0,0.442,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1495,stop_sequence_approx,11.543,1.445,0.0,0.442,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1496,stop_sequence_approx,4.118,1.203,0.0,0.323,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1497,stop_sequence_approx,4.118,1.204,0.0,0.323,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1498,stop_sequence_approx,6.64,1.273,0.0,0.509,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1499,stop_sequence_approx,6.64,1.273,0.0,0.509,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1500,stop_sequence_approx,5.395,2.414,0.0,0.442,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1501,stop_sequence_approx,5.395,2.156,0.0,0.442,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1502,stop_sequence_approx,4.341,1.437,0.0,0.338,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1504,stop_sequence_approx,2.439,1.694,0.125,0.246,True,True,42.0,D,ordered-stop planning approximation | duplicate coordinates | self-intersection detected,True,DERIVED
LTFRB_PUJ1505,stop_sequence_approx,2.439,1.207,0.0,0.246,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1506,stop_sequence_approx,15.831,1.378,0.0,0.442,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1507,stop_sequence_approx,15.831,1.269,0.0,0.442,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1508,stop_sequence_approx,2.406,1.174,0.0,0.578,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1509,stop_sequence_approx,2.406,1.307,0.0,0.66,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1510,stop_sequence_approx,2.817,1.179,0.0,0.475,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1511,stop_sequence_approx,2.817,1.347,0.0,0.471,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1512,stop_sequence_approx,2.106,1.13,0.0,0.425,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1513,stop_sequence_approx,2.106,1.13,0.0,0.425,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1514,stop_sequence_approx,5.605,1.272,0.0,0.349,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1515,stop_sequence_approx,5.388,1.328,0.0,0.454,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1516,stop_sequence_approx,4.402,1.636,0.1053,0.386,True,True,42.0,D,ordered-stop planning approximation | duplicate coordinates | self-intersection detected,True,DERIVED
LTFRB_PUJ1517,stop_sequence_approx,4.402,1.602,0.0789,0.368,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1518,stop_sequence_approx,6.131,1.28,0.0333,0.55,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1519,stop_sequence_approx,6.131,1.32,0.0294,0.368,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1520,stop_sequence_approx,9.876,1.184,0.0,0.374,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1521,stop_sequence_approx,9.876,1.12,0.0,0.377,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1522,stop_sequence_approx,14.095,1.113,0.0,0.466,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1523,stop_sequence_approx,14.095,1.115,0.0,0.466,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1524,stop_sequence_approx,5.832,1.223,0.0,0.631,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1525,stop_sequence_approx,5.832,2.129,0.1429,0.631,True,True,42.0,D,ordered-stop planning approximation | duplicate coordinates | self-intersection detected,True,DERIVED
LTFRB_PUJ1526,stop_sequence_approx,10.842,1.357,0.0,0.541,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1527,stop_sequence_approx,10.246,1.191,0.0,0.541,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1528,stop_sequence_approx,3.721,1.343,0.0,0.326,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1529,stop_sequence_approx,3.721,1.262,0.0,0.328,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1530,stop_sequence_approx,14.836,1.26,0.0,0.368,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1531,stop_sequence_approx,14.836,1.279,0.012,0.368,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1532,stop_sequence_approx,11.849,1.137,0.0,0.405,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1533,stop_sequence_approx,11.849,1.106,0.0,0.55,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1534,stop_sequence_approx,11.165,1.392,0.0,0.405,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1535,stop_sequence_approx,11.165,1.28,0.0,0.405,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1536,stop_sequence_approx,4.632,1.424,0.0,0.405,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1537,stop_sequence_approx,4.632,1.13,0.0,0.405,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1538,stop_sequence_approx,10.06,1.268,0.0,0.448,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1539,stop_sequence_approx,10.06,1.113,0.0,0.448,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1540,stop_sequence_approx,11.103,1.428,0.0274,0.405,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1542,stop_sequence_approx,9.448,1.162,0.0,0.405,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1543,stop_sequence_approx,9.448,1.32,0.0169,0.405,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1544,stop_sequence_approx,11.765,1.388,0.0506,0.405,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1545,stop_sequence_approx,11.765,1.331,0.04,0.405,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1547,stop_sequence_approx,6.219,1.218,0.0,0.708,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1548,stop_sequence_approx,2.817,1.19,0.0,0.475,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1549,stop_sequence_approx,2.817,1.304,0.0,0.471,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1550,stop_sequence_approx,9.017,1.274,0.0,0.345,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1551,stop_sequence_approx,9.017,1.274,0.0,0.345,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1552,stop_sequence_approx,10.537,1.22,0.0,0.456,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1554,stop_sequence_approx,2.372,1.213,0.0,0.349,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1555,stop_sequence_approx,2.372,1.478,0.0,0.405,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1557,stop_sequence_approx,10.58,1.391,0.0147,0.405,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1558,stop_sequence_approx,9.388,1.198,0.0,0.456,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1559,stop_sequence_approx,9.388,1.379,0.0,0.405,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1560,stop_sequence_approx,11.801,1.312,0.0541,0.456,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1561,stop_sequence_approx,11.801,1.331,0.0411,0.405,True,True,48.0,D,ordered-stop planning approximation | self-intersection detected,True,DERIVED
LTFRB_PUJ1562,stop_sequence_approx,3.27,2.163,0.0,0.433,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1563,stop_sequence_approx,3.27,2.116,0.0,0.433,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1564,stop_sequence_approx,2.761,2.288,0.0,0.433,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1565,stop_sequence_approx,2.761,2.261,0.0,0.433,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1566,stop_sequence_approx,2.168,1.05,0.0,0.318,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1567,stop_sequence_approx,2.328,1.2,0.0,0.318,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1568,stop_sequence_approx,2.267,1.331,0.0,0.387,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1569,stop_sequence_approx,2.267,1.076,0.0,0.387,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1570,stop_sequence_approx,1.077,1.361,0.0,0.564,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1571,stop_sequence_approx,1.077,1.227,0.0,0.438,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1572,stop_sequence_approx,5.264,1.12,0.0,0.541,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1573,stop_sequence_approx,5.264,1.091,0.0,0.541,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1574,stop_sequence_approx,4.935,1.339,0.0,0.451,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1575,stop_sequence_approx,4.935,1.131,0.0,0.451,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1576,stop_sequence_approx,15.511,1.221,0.0,0.448,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1577,stop_sequence_approx,15.511,1.231,0.0,0.432,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1578,stop_sequence_approx,6.712,1.092,0.0,0.541,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1580,stop_sequence_approx,11.394,1.352,0.0,0.541,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1581,stop_sequence_approx,11.394,1.321,0.0,0.541,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1582,stop_sequence_approx,4.422,1.03,0.0,0.616,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1583,stop_sequence_approx,4.422,1.388,0.0,0.616,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1584,stop_sequence_approx,0.975,2.317,0.0,0.325,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1585,stop_sequence_approx,0.975,1.965,0.0,0.325,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1587,stop_sequence_approx,1.288,1.319,0.0,0.354,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1588,stop_sequence_approx,13.175,1.279,0.0,0.541,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1589,stop_sequence_approx,13.175,1.266,0.0,0.466,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1590,stop_sequence_approx,2.302,1.358,0.0,0.76,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1591,stop_sequence_approx,2.302,1.358,0.0,0.76,True,False,44.0,D,ordered-stop planning approximation | few representative stops,True,DERIVED
LTFRB_PUJ1592,stop_sequence_approx,10.997,1.229,0.0,0.686,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1593,stop_sequence_approx,10.997,1.198,0.0,0.686,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1594,stop_sequence_approx,11.524,1.058,0.0,0.55,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1595,stop_sequence_approx,11.524,1.062,0.0,0.368,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1596,stop_sequence_approx,12.738,1.34,0.0,0.438,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1597,stop_sequence_approx,12.738,1.341,0.0,0.438,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1598,stop_sequence_approx,10.363,1.282,0.0,0.438,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
LTFRB_PUJ1599,stop_sequence_approx,10.363,1.282,0.0,0.438,True,False,56.0,C,ordered-stop planning approximation,True,DERIVED
