route_id,route_long_name,corridor_type_label,phase1_selected,daily_vkt,fleet_size_proxy,charger_count_proxy,vehicle_capex_proxy_php,charger_capex_proxy_php,total_capex_proxy_php,fleet_proxy_claim_status,vehicle_cost_claim_status,charger_cost_claim_status,financing_claim_status,feasibility_source_ids,feasibility_method_version
LTFRB_PUJ1353,Francisco Homes - Cubao,Dense Urban Trunk,True,31585.32,264,14,660000000.0,7000000.0,667000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1241,Dasmarinas Resettlement Area - Baclaran via Coastal Rd.,Dense Urban Trunk,True,31361.94,262,14,655000000.0,7000000.0,662000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2083,BACLARAN - DASMARINAS B BAYAN,Dense Urban Trunk,True,31128.36,260,13,650000000.0,6500000.0,656500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1352,Francisco Homes - Cubao,Dense Urban Trunk,False,28885.38,241,13,602500000.0,6500000.0,609000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1240,Dasmarinas Resettlement Area - Baclaran via Coastal Rd.,Dense Urban Trunk,False,30203.22,252,13,630000000.0,6500000.0,636500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1156,Binangonan - Pasig (TP),Dense Urban Trunk,True,31405.8,262,14,655000000.0,7000000.0,662000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2084,BACLARAN - DASMARINAS B BAYAN,Dense Urban Trunk,False,29420.88,246,13,615000000.0,6500000.0,621500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1157,Binangonan - Pasig (TP),Dense Urban Trunk,False,30118.56,251,13,627500000.0,6500000.0,634000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1638,"EDSA/Shaw Central - Morong via Antipolo, Theresa",Dense Urban Trunk,True,26962.68,225,12,562500000.0,6000000.0,568500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1350,Francisco Homes - Philcoa,Dense Urban Trunk,True,27916.38,233,12,582500000.0,6000000.0,588500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1153,Binangonan - JRC via Angono,Dense Urban Trunk,True,29243.4,244,13,610000000.0,6500000.0,616500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1639,"EDSA/Shaw Central - Morong via Antipolo, Theresa",Dense Urban Trunk,False,25999.8,217,11,542500000.0,5500000.0,548000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1152,Binangonan - JRC via Angono,Dense Urban Trunk,False,28896.6,241,13,602500000.0,6500000.0,609000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2120,ALMAR ZABARTE - WELCOME RTDA via REGALADO QA,Dense Urban Trunk,False,24814.56,207,11,517500000.0,5500000.0,523000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2101,ARROCEROS - FAIRVIEW MARKET,Dense Urban Trunk,False,23995.5,200,10,500000000.0,5000000.0,505000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2102,ARROCEROS - FAIRVIEW MARKET,Dense Urban Trunk,False,23976.12,200,10,500000000.0,5000000.0,505000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1405,"Bagong Silang - Philcoa via Commonwealth Ave., Maligaya Park",Dense Urban Trunk,True,23087.7,193,10,482500000.0,5000000.0,487500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2119,ALMAR ZABARTE - WELCOME RTDA via REGALADO QA,Dense Urban Trunk,False,24548.34,205,11,512500000.0,5500000.0,518000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1648,Silang - Zapote (Las Pinas),Dense Urban Trunk,False,26873.94,224,12,560000000.0,6000000.0,566000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1649,Silang - Zapote (Las Pinas),Dense Urban Trunk,False,26873.94,224,12,560000000.0,6000000.0,566000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1022,"Alabang - GMA via South Expressway, Carmona Exit",Dense Urban Trunk,False,32162.64,269,14,672500000.0,7000000.0,679500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1937,FAIRVIEW WET MARKET - PIER SOUTH via QUEZON AVE,Dense Urban Trunk,False,23416.14,196,10,490000000.0,5000000.0,495000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1043,Antipolo - Cubao via Marcos Highway,Dense Urban Trunk,False,22671.54,189,10,472500000.0,5000000.0,477500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1680,PIER SOUTH-FAIRVIEW DAHLIA-PHILCOA,Dense Urban Trunk,False,23047.92,193,10,482500000.0,5000000.0,487500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1936,FAIRVIEW WET MARKET - PIER SOUTH via QUEZON AVE,Dense Urban Trunk,False,22970.4,192,10,480000000.0,5000000.0,485000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1605,Camarin-Trinoma,Dense Urban Trunk,False,22377.78,187,10,467500000.0,5000000.0,472500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1351,Francisco Homes - Philcoa,Dense Urban Trunk,False,25648.92,214,11,535000000.0,5500000.0,540500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1640,EDSA/Shaw Central - Tanay via Antipolo,Dense Urban Trunk,False,24241.32,203,11,507500000.0,5500000.0,513000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1643,Tanay - Robinson Galleria via Antipolo San Miguel,Dense Urban Trunk,False,24241.32,203,11,507500000.0,5500000.0,513000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1044,Antipolo - Cubao via Marcos Highway,Dense Urban Trunk,False,21995.28,184,10,460000000.0,5000000.0,465000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1944,FAIRVIEW (WET MARKET) - TM KALAW via Q AVE,Dense Urban Trunk,False,22257.42,186,10,465000000.0,5000000.0,470000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1604,Camarin-Trinoma,Dense Urban Trunk,False,21511.8,180,9,450000000.0,4500000.0,454500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1636,EDSA/Shaw Central - Morong,Dense Urban Trunk,False,23562.0,197,10,492500000.0,5000000.0,497500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1637,EDSA/Shaw Central - Morong,Dense Urban Trunk,False,23522.22,197,10,492500000.0,5000000.0,497500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1897,MCU - PASAY RTDA,Dense Urban Trunk,False,18042.78,151,8,377500000.0,4000000.0,381500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2113,ANTIPOLO - CUBAO via IMELDA AVE,Dense Urban Trunk,False,21528.120000000003,180,9,450000000.0,4500000.0,454500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2407,Resettlement Zapote (DBB),Dense Urban Trunk,False,22280.88,186,10,465000000.0,5000000.0,470000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1401,Bagong Silang - Ever Gotesco extended to Philcoa,Dense Urban Trunk,False,21459.78,179,9,447500000.0,4500000.0,452000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1609,Proj 6 - Vito cruz via Quezon Avenue,Dense Urban Trunk,False,18246.78,153,8,382500000.0,4000000.0,386500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2418,Sapang Palay Jordan Plains via Quirino Highway,Dense Urban Trunk,False,25918.2,216,11,540000000.0,5500000.0,545500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1577,"Recto - SSS Village via Aurora Blvd., Espana",Dense Urban Trunk,False,19476.9,163,9,407500000.0,4500000.0,412000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1576,"Recto - SSS Village via Aurora Blvd., Espana",Dense Urban Trunk,False,19312.68,161,9,402500000.0,4500000.0,407000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1983,CUBAO KALAYAAN - SM LAGRO,Dense Urban Trunk,False,19933.86,167,9,417500000.0,4500000.0,422000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1608,Proj 6 - Vito cruz via Quezon Avenue,Dense Urban Trunk,False,17914.26,150,8,375000000.0,4000000.0,379000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1896,MCU - PASAY RTDA,Dense Urban Trunk,False,16701.48,140,7,350000000.0,3500000.0,353500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1940,FAIRVIEW - QUIAPO,Dense Urban Trunk,False,20696.82,173,9,432500000.0,4500000.0,437000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1735,LAGRO-CUBAO,Dense Urban Trunk,False,19705.38,165,9,412500000.0,4500000.0,417000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1235,Cubao - Lagro via Kalayaan,Dense Urban Trunk,False,19676.82,164,9,410000000.0,4500000.0,414500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1941,FAIRVIEW - QUIAPO,Dense Urban Trunk,False,20658.06,173,9,432500000.0,4500000.0,437000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1045,Antipolo - Cubao via Sumulong,Dense Urban Trunk,False,21618.9,181,10,452500000.0,5000000.0,457500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1458,Marikina - SM Fairview,Dense Urban Trunk,False,18133.56,152,8,380000000.0,4000000.0,384000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2323,Fairview Wet Market TM Kalaw,Dense Urban Trunk,False,20120.52,168,9,420000000.0,4500000.0,424500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2408,Resettlement Zapote (DBB),Dense Urban Trunk,False,20614.2,172,9,430000000.0,4500000.0,434500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1863,PROJ 2&3-VITO CRUZ MABINI,Dense Urban Trunk,False,17277.78,144,8,360000000.0,4000000.0,364000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2114,ANTIPOLO - CUBAO via IMELDA AVE,Dense Urban Trunk,False,20117.46,168,9,420000000.0,4500000.0,424500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1459,Marikina - SM Fairview,Dense Urban Trunk,False,18071.34,151,8,377500000.0,4000000.0,381500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2142,PROJ 2&3-VITO CRUZ MABINI,Dense Urban Trunk,False,17099.28,143,8,357500000.0,4000000.0,361500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1400,Bagong Silang - Ever Gotesco extended to Philcoa,Dense Urban Trunk,False,19732.92,165,9,412500000.0,4500000.0,417000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1561,Proj. 8 - T.M. Kalaw via Quezon Ave.,Dense Urban Trunk,False,16026.24,134,7,335000000.0,3500000.0,338500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2324,Fairview Wet Market TM Kalaw,Dense Urban Trunk,False,19729.86,165,9,412500000.0,4500000.0,417000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1734,LAGRO-CUBAO,Dense Urban Trunk,False,18675.18,156,8,390000000.0,4000000.0,394000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2141,PROJ 2&3-VITO CRUZ MABINI,Dense Urban Trunk,False,16827.960000000003,141,8,352500000.0,4000000.0,356500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1397,Lagro - Welcome Rotonda via Quezon Ave.,Dense Urban Trunk,False,21160.92,177,9,442500000.0,4500000.0,447000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1402,Bagong Silang - Ever Gotesco extended to Philcoa,Dense Urban Trunk,False,18915.9,158,8,395000000.0,4000000.0,399000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1234,Cubao - Lagro via Kalayaan,Dense Urban Trunk,False,18513.0,155,8,387500000.0,4000000.0,391500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1982,CUBAO KALAYAAN - SM LAGRO,Dense Urban Trunk,False,18278.4,153,8,382500000.0,4000000.0,386500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1398,"Quirino Hi-way/Zabarte - Almar Subdivision -  Panay Ave. via Regalado, Que*",Dense Urban Trunk,False,19671.72,164,9,410000000.0,4500000.0,414500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1136,Balintawak - Lagro via Novaliches,Dense Urban Trunk,False,17467.5,146,8,365000000.0,4000000.0,369000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2437,Tanay Pasig (Palengke),Dense Urban Trunk,False,18797.58,157,8,392500000.0,4000000.0,396500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1545,Pier South - Proj. 8 via Quezon Ave.,Dense Urban Trunk,False,15978.3,134,7,335000000.0,3500000.0,338500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1560,Proj. 8 - T.M. Kalaw via Quezon Ave.,Dense Urban Trunk,False,15796.74,132,7,330000000.0,3500000.0,333500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1544,Pier South - Proj. 8 via Quezon Ave.,Dense Urban Trunk,False,16656.6,139,7,347500000.0,3500000.0,351000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1989,CUBAO - V CRUZ,Dense Urban Trunk,False,15424.44,129,7,322500000.0,3500000.0,326000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2617,Dampalit Hulo Palengke,Dense Urban Trunk,False,17219.640000000003,144,8,360000000.0,4000000.0,364000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1399,"Quirino Hi-way/Zabarte - Almar Subdivision -  Panay Ave. via Regalado, Que*",Dense Urban Trunk,False,19866.54,166,9,415000000.0,4500000.0,419500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2078,BACLARAN - MCU via MABINI,Dense Urban Trunk,False,15695.76,131,7,327500000.0,3500000.0,331000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1721,"MCU-PASAY RTDA, MABINI",Dense Urban Trunk,False,15453.0,129,7,322500000.0,3500000.0,326000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2584,Pasig-Stop Shop,Dense Urban Trunk,False,15668.22,131,7,327500000.0,3500000.0,331000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1475,"Monumento - Pasay Rotonda via Rizal Ave., Mabini",Dense Urban Trunk,False,15358.14,128,7,320000000.0,3500000.0,323500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2618,Dampalit Hulo Palengke,Dense Urban Trunk,False,16670.88,139,7,347500000.0,3500000.0,351000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1506,"Novaliches (TP) - Bigte (Norzagaray, Bulacan) via Quirino Highway",Dense Urban Trunk,False,22250.28,186,10,465000000.0,5000000.0,470000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2212,EDSA Shaw Quiapo via Sta Mesa,Dense Urban Trunk,False,15241.86,128,7,320000000.0,3500000.0,323500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2341,Libertad MCU viia Taft Ave,Dense Urban Trunk,False,14676.78,123,7,307500000.0,3500000.0,311000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1462,"MCU - Pasay Rotonda via Rizal Ave., Taft Ave.",Dense Urban Trunk,False,14701.26,123,7,307500000.0,3500000.0,311000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1460,"MCU - Pasay Rotonda via Rizal Ave., Mabini",Dense Urban Trunk,False,15075.6,126,7,315000000.0,3500000.0,318500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1804,LAGRO - RIZAL AVE via A. BONIFACIO,Dense Urban Trunk,False,14602.320000000002,122,7,305000000.0,3500000.0,308500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1823,NOVALICHES - RIZAL AVE. via BANAL,Dense Urban Trunk,False,14451.36,121,7,302500000.0,3500000.0,306000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1890,MONUMENTO - STA MARIA via EXPRESSWAY,Dense Urban Trunk,False,23508.96,196,10,490000000.0,5000000.0,495000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2289,Bagong Silang Ever Gotesco via Zabarte,Dense Urban Trunk,False,15353.04,128,7,320000000.0,3500000.0,323500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1315,"EDSA/Shaw Central - Morong via Binangonan, Cardona",Dense Urban Trunk,False,24721.74,207,11,517500000.0,5500000.0,523000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1396,Lagro - Welcome Rotonda via Quezon Ave.,Dense Urban Trunk,False,20770.26,174,9,435000000.0,4500000.0,439500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1788,NOVALICHES - RIZAL AVE. via BANAL,Dense Urban Trunk,False,14407.5,121,7,302500000.0,3500000.0,306000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2443,Treze Martirez Zapote (Las Pinas),Dense Urban Trunk,False,22657.26,189,10,472500000.0,5000000.0,477500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1891,MONUMENTO - STA MARIA via EXPRESSWAY,Dense Urban Trunk,False,23614.02,197,10,492500000.0,5000000.0,497500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2109,ANTIPOLO BAYAN - SM TAYTAY ANTIPOLO HILLS,Dense Urban Trunk,False,19284.12,161,9,402500000.0,4500000.0,407000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1463,"MCU - Pasay Rotonda via Rizal Ave., Taft Ave.",Dense Urban Trunk,False,14507.46,121,7,302500000.0,3500000.0,306000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2322,Ever Gotesco Camarin via Zapote,Dense Urban Trunk,False,14488.08,121,7,302500000.0,3500000.0,306000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2111,ANTIPOLO - JRU ROSARIO,Dense Urban Trunk,False,19215.78,161,9,402500000.0,4500000.0,407000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1720,"MCU-PASAY RTDA, MABINI",Dense Urban Trunk,False,14920.56,125,7,312500000.0,3500000.0,316000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ2442,Treze Martirez Zapote (Las Pinas),Dense Urban Trunk,False,22820.460000000003,191,10,477500000.0,5000000.0,482500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1793,"MONUMENTO-TAFTAVE.,PASA ROTUNDA",Dense Urban Trunk,False,15112.320000000002,126,7,315000000.0,3500000.0,318500000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
LTFRB_PUJ1795,MCU LIBERTADvi MABINIF HARRISON,Dense Urban Trunk,False,15231.66,127,7,317500000.0,3500000.0,321000000.0,PROXY,PROXY,PROXY,MISSING,doe_energy_investment_kit_2024|pna_ejeepney_trial_2023,feasibility-v1.0
