route_id,portfolio_scenario_id,phase1_selected,simple_top_n_selected,portfolio_exclusion_reason
LTFRB_PUJ1154,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ2452,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ2288,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ2376,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1375,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1530,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ2489,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ2465,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1015,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1975,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ2509,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1357,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1494,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ2359,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1356,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ2504,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ2306,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1539,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1270,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1226,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1755,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1289,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1395,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1593,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1522,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ2505,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1394,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1382,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ2290,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1224,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ2085,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1478,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1759,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1174,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1523,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1754,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ2305,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1328,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ2539,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1370,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ2203,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
LTFRB_PUJ1164,prt-fd6de9d793,False,False,"not selected after evidence, equity and city-coverage constraints"
