route_id,historic_daily_vehicle_km_proxy,ml_service_intensity_prediction,ml_model_version,ml_model_meaningful_vs_baseline,daily_vkt,service_intensity_source,service_intensity_claim_status,ml_service_intensity_used,electrified_vkt_low,diesel_liters_avoided_low,electricity_kwh_day_low,baseline_co2e_kg_day_low,grid_co2e_kg_day_low,net_co2e_avoided_kg_day_low,net_co2e_avoided_t_year_low,electrified_vkt_base,diesel_liters_avoided_base,electricity_kwh_day_base,baseline_co2e_kg_day_base,grid_co2e_kg_day_base,net_co2e_avoided_kg_day_base,net_co2e_avoided_t_year_base,electrified_vkt_high,diesel_liters_avoided_high,electricity_kwh_day_high,baseline_co2e_kg_day_high,grid_co2e_kg_day_high,net_co2e_avoided_kg_day_high,net_co2e_avoided_t_year_high,climate_impact_score,climate_assumption_set,impact_is_scenario_not_measurement,climate_claim_status,climate_source_ids,grid_kgco2e_per_kwh_current,grid_kgco2e_per_kwh_low,grid_kgco2e_per_kwh_base,grid_kgco2e_per_kwh_high,operating_days_per_year,electrification_share_low,electrification_share_base,electrification_share_high
LTFRB_PUJ1478,12312.42,12514.077,service-v1-266e0b1d,True,12312.42,historic_gtfs_service_activity_proxy,DERIVED,False,3693.726,615.621,4309.347,1649.864,3094.542,-1444.678,-433.403,6156.21,1231.242,5130.175,3299.729,2821.596,478.132,143.44,8618.694,2154.674,5266.98,5774.525,1843.443,3931.082,1179.325,37.5,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1480,12125.76,12065.717,service-v1-266e0b1d,True,12125.76,historic_gtfs_service_activity_proxy,DERIVED,False,3637.728,606.288,4244.016,1624.852,3047.628,-1422.776,-426.833,6062.88,1212.576,5052.4,3249.704,2778.82,470.884,141.265,8488.032,2122.008,5187.131,5686.981,1815.496,3871.486,1161.446,36.92,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1482,14263.68,14402.87,service-v1-266e0b1d,True,14263.68,historic_gtfs_service_activity_proxy,DERIVED,False,4279.104,713.184,4992.288,1911.333,3584.962,-1673.629,-502.089,7131.84,1426.368,5943.2,3822.666,3268.76,553.906,166.172,9984.576,2496.144,6101.685,6689.666,2135.59,4554.076,1366.223,43.65,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1483,13982.16,13999.532,service-v1-266e0b1d,True,13982.16,historic_gtfs_service_activity_proxy,DERIVED,False,4194.648,699.108,4893.756,1873.609,3514.206,-1640.597,-492.179,6991.08,1398.216,5825.9,3747.219,3204.245,542.974,162.892,9787.512,2446.878,5981.257,6557.633,2093.44,4464.193,1339.258,42.76,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1484,11894.22,11859.104,service-v1-266e0b1d,True,11894.22,historic_gtfs_service_activity_proxy,DERIVED,False,3568.266,594.711,4162.977,1593.825,2989.434,-1395.608,-418.682,5947.11,1189.422,4955.925,3187.651,2725.759,461.892,138.568,8325.954,2081.488,5088.083,5578.389,1780.829,3797.56,1139.268,36.19,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1485,11672.88,11618.759,service-v1-266e0b1d,True,11672.88,historic_gtfs_service_activity_proxy,DERIVED,False,3501.864,583.644,4085.508,1564.166,2933.803,-1369.637,-410.891,5836.44,1167.288,4863.7,3128.332,2675.035,453.297,135.989,8171.016,2042.754,4993.399,5474.581,1747.69,3726.891,1118.067,35.49,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1486,6999.24,6984.56,service-v1-266e0b1d,True,6999.24,historic_gtfs_service_activity_proxy,DERIVED,False,2099.772,349.962,2449.734,937.898,1759.154,-821.256,-246.377,3499.62,699.924,2916.35,1875.796,1603.992,271.804,81.541,4899.468,1224.867,2994.119,3282.644,1047.942,2234.702,670.411,20.78,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1487,6682.02,6824.302,service-v1-266e0b1d,True,6682.02,historic_gtfs_service_activity_proxy,DERIVED,False,2004.606,334.101,2338.707,895.391,1679.425,-784.035,-235.21,3341.01,668.202,2784.175,1790.781,1531.296,259.485,77.846,4677.414,1169.354,2858.42,3133.867,1000.447,2133.42,640.026,19.78,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1488,13061.1,13393.248,service-v1-266e0b1d,True,13061.1,historic_gtfs_service_activity_proxy,DERIVED,False,3918.33,653.055,4571.385,1750.187,3282.712,-1532.524,-459.757,6530.55,1306.11,5442.125,3500.375,2993.169,507.206,152.162,9142.77,2285.692,5587.248,6125.656,1955.537,4170.119,1251.036,39.86,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1489,12928.5,12950.402,service-v1-266e0b1d,True,12928.5,historic_gtfs_service_activity_proxy,DERIVED,False,3878.55,646.425,4524.975,1732.419,3249.385,-1516.966,-455.09,6464.25,1292.85,5386.875,3464.838,2962.781,502.057,150.617,9049.95,2262.487,5530.525,6063.466,1935.684,4127.783,1238.335,39.44,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1490,12581.7,12478.63,service-v1-266e0b1d,True,12581.7,historic_gtfs_service_activity_proxy,DERIVED,False,3774.51,629.085,4403.595,1685.948,3162.222,-1476.274,-442.882,6290.85,1258.17,5242.375,3371.896,2883.306,488.589,146.577,8807.19,2201.798,5382.172,5900.817,1883.76,4017.057,1205.117,38.35,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1491,11810.58,11820.835,service-v1-266e0b1d,True,11810.58,historic_gtfs_service_activity_proxy,DERIVED,False,3543.174,590.529,4133.703,1582.618,2968.412,-1385.794,-415.738,5905.29,1181.058,4921.075,3165.235,2706.591,458.644,137.593,8267.406,2066.851,5052.304,5539.162,1768.306,3770.856,1131.257,35.92,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1492,4818.4800000000005,4894.762,service-v1-266e0b1d,True,4818.4800000000005,historic_gtfs_service_activity_proxy,DERIVED,False,1445.544,240.924,1686.468,645.676,1211.053,-565.376,-169.613,2409.24,481.848,2007.7,1291.353,1104.235,187.118,56.135,3372.936,843.234,2061.239,2259.867,721.434,1538.434,461.53,13.91,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1493,3105.9,3049.082,service-v1-266e0b1d,True,3105.9,historic_gtfs_service_activity_proxy,DERIVED,False,931.77,155.295,1087.065,416.191,780.621,-364.431,-109.329,1552.95,310.59,1294.125,832.381,711.769,120.612,36.184,2174.13,543.532,1328.635,1456.667,465.022,991.645,297.493,8.52,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1494,18397.74,18577.884,service-v1-266e0b1d,True,18397.74,historic_gtfs_service_activity_proxy,DERIVED,False,5519.322,919.887,6439.209,2465.297,4623.996,-2158.699,-647.61,9198.87,1839.774,7665.725,4930.594,4216.149,714.446,214.334,12878.418,3219.604,7870.144,8628.54,2754.551,5873.99,1762.197,56.66,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1495,17013.6,17045.765,service-v1-266e0b1d,True,17013.6,historic_gtfs_service_activity_proxy,DERIVED,False,5104.08,850.68,5954.76,2279.822,4276.113,-1996.291,-598.887,8506.8,1701.36,7089.0,4559.645,3898.95,660.695,198.208,11909.52,2977.38,7278.04,7979.378,2547.314,5432.064,1629.619,52.31,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1496,5052.06,4965.797,service-v1-266e0b1d,True,5052.06,historic_gtfs_service_activity_proxy,DERIVED,False,1515.618,252.603,1768.221,676.976,1269.76,-592.783,-177.835,2526.03,505.206,2105.025,1353.952,1157.764,196.188,58.856,3536.442,884.11,2161.159,2369.416,756.406,1613.01,483.903,14.65,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1497,5057.16,5124.436,service-v1-266e0b1d,True,5057.16,historic_gtfs_service_activity_proxy,DERIVED,False,1517.148,252.858,1770.006,677.659,1271.041,-593.382,-178.015,2528.58,505.716,2107.15,1355.319,1158.933,196.386,58.916,3540.012,885.003,2163.341,2371.808,757.169,1614.639,484.392,14.66,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1498,8622.06,8498.098,service-v1-266e0b1d,True,8622.06,historic_gtfs_service_activity_proxy,DERIVED,False,2586.618,431.103,3017.721,1155.356,2167.025,-1011.669,-303.501,4311.03,862.206,3592.525,2310.712,1975.889,334.823,100.447,6035.442,1508.86,3688.326,4043.746,1290.914,2752.832,825.85,25.89,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1499,8622.06,8498.098,service-v1-266e0b1d,True,8622.06,historic_gtfs_service_activity_proxy,DERIVED,False,2586.618,431.103,3017.721,1155.356,2167.025,-1011.669,-303.501,4311.03,862.206,3592.525,2310.712,1975.889,334.823,100.447,6035.442,1508.86,3688.326,4043.746,1290.914,2752.832,825.85,25.89,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1500,13282.44,13337.819,service-v1-266e0b1d,True,13282.44,historic_gtfs_service_activity_proxy,DERIVED,False,3984.732,664.122,4648.854,1779.847,3338.342,-1558.495,-467.549,6641.22,1328.244,5534.35,3559.694,3043.892,515.801,154.74,9297.708,2324.427,5681.933,6229.464,1988.676,4240.788,1272.236,40.56,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1501,11862.6,12063.819,service-v1-266e0b1d,True,11862.6,historic_gtfs_service_activity_proxy,DERIVED,False,3558.78,593.13,4151.91,1589.588,2981.487,-1391.898,-417.569,5931.3,1186.26,4942.75,3179.177,2718.513,460.664,138.199,8303.82,2075.955,5074.557,5563.559,1776.095,3787.465,1136.239,36.09,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1502,6360.719999999999,6317.796,service-v1-266e0b1d,True,6360.719999999999,historic_gtfs_service_activity_proxy,DERIVED,False,1908.216,318.036,2226.252,852.336,1598.672,-746.335,-223.901,3180.36,636.072,2650.3,1704.673,1457.665,247.008,74.102,4452.504,1113.126,2720.975,2983.178,952.341,2030.837,609.251,18.77,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1504,4213.62,4142.903,service-v1-266e0b1d,True,4213.62,historic_gtfs_service_activity_proxy,DERIVED,False,1264.086,210.681,1474.767,564.625,1059.03,-494.405,-148.322,2106.81,421.362,1755.675,1129.25,965.621,163.629,49.089,2949.534,737.383,1802.493,1976.188,630.873,1345.315,403.595,12.01,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1505,3001.86,2990.864,service-v1-266e0b1d,True,3001.86,historic_gtfs_service_activity_proxy,DERIVED,False,900.558,150.093,1050.651,402.249,754.472,-352.223,-105.667,1500.93,300.186,1250.775,804.498,687.926,116.572,34.972,2101.302,525.326,1284.129,1407.872,449.445,958.427,287.528,8.19,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1506,22250.28,22445.872,service-v1-266e0b1d,True,22250.28,historic_gtfs_service_activity_proxy,DERIVED,False,6675.084,1112.514,7787.598,2981.538,5592.274,-2610.737,-783.221,11125.14,2225.028,9270.95,5963.075,5099.022,864.053,259.216,15575.196,3893.799,9518.175,10435.381,3331.361,7104.02,2131.206,68.79,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1507,20493.84,20572.245,service-v1-266e0b1d,True,20493.84,historic_gtfs_service_activity_proxy,DERIVED,False,6148.152,1024.692,7172.844,2746.175,5150.819,-2404.645,-721.393,10246.92,2049.384,8539.1,5492.349,4696.505,795.844,238.753,14345.688,3586.422,8766.809,9611.611,3068.383,6543.228,1962.968,63.26,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1508,2880.48,2826.693,service-v1-266e0b1d,True,2880.48,historic_gtfs_service_activity_proxy,DERIVED,False,864.144,144.024,1008.168,385.984,723.965,-337.981,-101.394,1440.24,288.048,1200.2,771.969,660.11,111.859,33.558,2016.336,504.084,1232.205,1350.945,431.272,919.673,275.902,7.81,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1509,3207.9,3289.685,service-v1-266e0b1d,True,3207.9,historic_gtfs_service_activity_proxy,DERIVED,False,962.37,160.395,1122.765,429.859,806.258,-376.399,-112.92,1603.95,320.79,1336.625,859.717,735.144,124.573,37.372,2245.53,561.382,1372.268,1504.505,480.294,1024.211,307.263,8.84,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1510,3386.4,3404.875,service-v1-266e0b1d,True,3386.4,historic_gtfs_service_activity_proxy,DERIVED,False,1015.92,169.32,1185.24,453.778,851.121,-397.343,-119.203,1693.2,338.64,1411.0,907.555,776.05,131.505,39.452,2370.48,592.62,1448.627,1588.222,507.019,1081.202,324.361,9.4,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1511,3870.9,3787.173,service-v1-266e0b1d,True,3870.9,historic_gtfs_service_activity_proxy,DERIVED,False,1161.27,193.545,1354.815,518.701,972.893,-454.192,-136.258,1935.45,387.09,1612.875,1037.401,887.081,150.32,45.096,2709.63,677.408,1655.885,1815.452,579.56,1235.892,370.768,10.93,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1512,2427.6,2440.845,service-v1-266e0b1d,True,2427.6,historic_gtfs_service_activity_proxy,DERIVED,False,728.28,121.38,849.66,325.298,610.141,-284.842,-85.453,1213.8,242.76,1011.5,650.597,556.325,94.272,28.282,1699.32,424.83,1038.473,1138.544,363.466,775.079,232.524,6.38,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1513,2427.6,2440.845,service-v1-266e0b1d,True,2427.6,historic_gtfs_service_activity_proxy,DERIVED,False,728.28,121.38,849.66,325.298,610.141,-284.842,-85.453,1213.8,242.76,1011.5,650.597,556.325,94.272,28.282,1699.32,424.83,1038.473,1138.544,363.466,775.079,232.524,6.38,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1514,7081.86,7157.242,service-v1-266e0b1d,True,7081.86,historic_gtfs_service_activity_proxy,DERIVED,False,2124.558,354.093,2478.651,948.969,1779.919,-830.95,-249.285,3540.93,708.186,2950.775,1897.938,1622.926,275.012,82.504,4957.302,1239.326,3029.462,3321.392,1060.312,2261.081,678.324,21.04,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1515,7298.1,7324.301,service-v1-266e0b1d,True,7298.1,historic_gtfs_service_activity_proxy,DERIVED,False,2189.43,364.905,2554.335,977.945,1834.268,-856.323,-256.897,3649.05,729.81,3040.875,1955.891,1672.481,283.41,85.023,5108.67,1277.168,3121.965,3422.809,1092.688,2330.121,699.036,21.72,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1516,7347.06,7216.31,service-v1-266e0b1d,True,7347.06,historic_gtfs_service_activity_proxy,DERIVED,False,2204.118,367.353,2571.471,984.506,1846.573,-862.067,-258.62,3673.53,734.706,3061.275,1969.012,1683.701,285.311,85.593,5142.942,1285.736,3142.909,3445.771,1100.018,2345.753,703.726,21.87,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1517,7194.06,7086.914,service-v1-266e0b1d,True,7194.06,historic_gtfs_service_activity_proxy,DERIVED,False,2158.218,359.703,2517.921,964.004,1808.119,-844.115,-253.235,3597.03,719.406,2997.525,1928.008,1648.639,279.369,83.811,5035.842,1258.96,3077.459,3374.014,1077.111,2296.903,689.071,21.39,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1518,8008.019999999999,7932.389,service-v1-266e0b1d,True,8008.019999999999,historic_gtfs_service_activity_proxy,DERIVED,False,2402.406,400.401,2802.807,1073.075,2012.696,-939.621,-281.886,4004.01,800.802,3336.675,2146.149,1835.171,310.978,93.293,5605.614,1401.403,3425.653,3755.761,1198.979,2556.783,767.035,23.95,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1519,8254.86,8351.612,service-v1-266e0b1d,True,8254.86,historic_gtfs_service_activity_proxy,DERIVED,False,2476.458,412.743,2889.201,1106.151,2074.735,-968.584,-290.575,4127.43,825.486,3439.525,2212.302,1891.739,320.564,96.169,5778.402,1444.6,3531.246,3871.529,1235.936,2635.593,790.678,24.73,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1520,11921.76,11923.364,service-v1-266e0b1d,True,11921.76,historic_gtfs_service_activity_proxy,DERIVED,False,3576.528,596.088,4172.616,1597.516,2996.356,-1398.84,-419.652,5960.88,1192.176,4967.4,3195.032,2732.07,462.962,138.889,8345.232,2086.308,5099.864,5591.305,1784.952,3806.353,1141.906,36.28,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1521,11277.12,11353.418,service-v1-266e0b1d,True,11277.12,historic_gtfs_service_activity_proxy,DERIVED,False,3383.136,563.856,3946.992,1511.134,2834.335,-1323.201,-396.96,5638.56,1127.712,4698.8,3022.268,2584.34,437.928,131.378,7893.984,1973.496,4824.101,5288.969,1688.435,3600.534,1080.16,34.25,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1522,15995.64,15959.908,service-v1-266e0b1d,True,15995.64,historic_gtfs_service_activity_proxy,DERIVED,False,4798.692,799.782,5598.474,2143.416,4020.264,-1876.848,-563.055,7997.82,1599.564,6664.85,4286.832,3665.668,621.164,186.349,11196.948,2799.237,6842.579,7501.955,2394.903,5107.052,1532.116,49.1,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1523,16023.18,15999.488,service-v1-266e0b1d,True,16023.18,historic_gtfs_service_activity_proxy,DERIVED,False,4806.954,801.159,5608.113,2147.106,4027.186,-1880.08,-564.024,8011.59,1602.318,6676.325,4294.212,3671.979,622.233,186.67,11216.226,2804.056,6854.36,7514.871,2399.026,5115.845,1534.754,49.19,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1524,7274.639999999999,7118.231,service-v1-266e0b1d,True,7274.639999999999,historic_gtfs_service_activity_proxy,DERIVED,False,2182.392,363.732,2546.124,974.802,1828.372,-853.57,-256.071,3637.32,727.464,3031.1,1949.604,1667.105,282.499,84.75,5092.248,1273.062,3111.929,3411.806,1089.175,2322.631,696.789,21.64,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1525,12665.34,12525.705,service-v1-266e0b1d,True,12665.34,historic_gtfs_service_activity_proxy,DERIVED,False,3799.602,633.267,4432.869,1697.156,3183.243,-1486.088,-445.826,6332.67,1266.534,5277.225,3394.311,2902.474,491.837,147.551,8865.738,2216.434,5417.951,5940.044,1896.283,4043.762,1213.128,38.62,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1526,15007.259999999998,14911.023,service-v1-266e0b1d,True,15007.259999999998,historic_gtfs_service_activity_proxy,DERIVED,False,4502.178,750.363,5252.541,2010.973,3771.85,-1760.877,-528.263,7503.63,1500.726,6253.025,4021.946,3439.164,582.782,174.835,10505.082,2626.27,6419.772,7038.405,2246.92,4791.485,1437.445,45.99,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1527,12445.02,12353.49,service-v1-266e0b1d,True,12445.02,historic_gtfs_service_activity_proxy,DERIVED,False,3733.506,622.251,4355.757,1667.633,3127.869,-1460.236,-438.071,6222.51,1244.502,5185.425,3335.265,2851.984,483.282,144.984,8711.514,2177.878,5323.703,5836.714,1863.296,3973.418,1192.025,37.92,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1528,5095.92,4987.522,service-v1-266e0b1d,True,5095.92,historic_gtfs_service_activity_proxy,DERIVED,False,1528.776,254.796,1783.572,682.853,1280.783,-597.93,-179.379,2547.96,509.592,2123.3,1365.707,1167.815,197.892,59.367,3567.144,891.786,2179.921,2389.986,762.972,1627.014,488.104,14.78,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1529,4789.92,4762.571,service-v1-266e0b1d,True,4789.92,historic_gtfs_service_activity_proxy,DERIVED,False,1436.976,239.496,1676.472,641.849,1203.875,-562.025,-168.608,2394.96,478.992,1995.8,1283.699,1097.69,186.009,55.803,3352.944,838.236,2049.021,2246.472,717.157,1529.315,458.795,13.82,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1530,19059.72,18987.922,service-v1-266e0b1d,True,19059.72,historic_gtfs_service_activity_proxy,DERIVED,False,5717.916,952.986,6670.902,2554.002,4790.375,-2236.372,-670.912,9529.86,1905.972,7941.55,5108.005,4367.853,740.152,222.046,13341.804,3335.451,8153.325,8939.009,2853.664,6085.345,1825.604,58.75,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1531,19359.6,19493.997,service-v1-266e0b1d,True,19359.6,historic_gtfs_service_activity_proxy,DERIVED,False,5807.88,967.98,6775.86,2594.186,4865.745,-2271.559,-681.468,9679.8,1935.96,8066.5,5188.373,4436.575,751.798,225.539,13551.72,3387.93,8281.607,9079.652,2898.562,6181.09,1854.327,59.69,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
