route_id,historic_daily_vehicle_km_proxy,ml_service_intensity_prediction,ml_model_version,ml_model_meaningful_vs_baseline,daily_vkt,service_intensity_source,service_intensity_claim_status,ml_service_intensity_used,electrified_vkt_low,diesel_liters_avoided_low,electricity_kwh_day_low,baseline_co2e_kg_day_low,grid_co2e_kg_day_low,net_co2e_avoided_kg_day_low,net_co2e_avoided_t_year_low,electrified_vkt_base,diesel_liters_avoided_base,electricity_kwh_day_base,baseline_co2e_kg_day_base,grid_co2e_kg_day_base,net_co2e_avoided_kg_day_base,net_co2e_avoided_t_year_base,electrified_vkt_high,diesel_liters_avoided_high,electricity_kwh_day_high,baseline_co2e_kg_day_high,grid_co2e_kg_day_high,net_co2e_avoided_kg_day_high,net_co2e_avoided_t_year_high,climate_impact_score,climate_assumption_set,impact_is_scenario_not_measurement,climate_claim_status,climate_source_ids,grid_kgco2e_per_kwh_current,grid_kgco2e_per_kwh_low,grid_kgco2e_per_kwh_base,grid_kgco2e_per_kwh_high,operating_days_per_year,electrification_share_low,electrification_share_base,electrification_share_high
LTFRB_PUJ1965,6250.56,6215.859,service-v1-266e0b1d,True,6250.56,historic_gtfs_service_activity_proxy,DERIVED,False,1875.168,312.528,2187.696,837.575,1570.984,-733.409,-220.023,3125.28,625.056,2604.4,1675.15,1432.42,242.73,72.819,4375.392,1093.848,2673.851,2931.513,935.848,1995.665,598.699,18.42,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1966,6998.219999999999,7111.168,service-v1-266e0b1d,True,6998.219999999999,historic_gtfs_service_activity_proxy,DERIVED,False,2099.466,349.911,2449.377,937.761,1758.898,-821.136,-246.341,3499.11,699.822,2915.925,1875.523,1603.759,271.764,81.529,4898.754,1224.688,2993.683,3282.165,1047.789,2234.376,670.313,20.77,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1967,6783.0,6896.059,service-v1-266e0b1d,True,6783.0,historic_gtfs_service_activity_proxy,DERIVED,False,2034.9,339.15,2374.05,908.922,1704.805,-795.883,-238.765,3391.5,678.3,2826.25,1817.844,1554.438,263.406,79.022,4748.1,1187.025,2901.617,3181.227,1015.566,2165.661,649.698,20.1,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1968,1779.9,1784.532,service-v1-266e0b1d,True,1779.9,historic_gtfs_service_activity_proxy,DERIVED,False,533.97,88.995,622.965,238.507,447.351,-208.845,-62.653,889.95,177.99,741.625,477.013,407.894,69.119,20.736,1245.93,311.482,761.402,834.773,266.491,568.283,170.485,4.34,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1969,1955.34,1888.835,service-v1-266e0b1d,True,1955.34,historic_gtfs_service_activity_proxy,DERIVED,False,586.602,97.767,684.369,262.016,491.445,-229.43,-68.829,977.67,195.534,814.725,524.031,448.099,75.932,22.78,1368.738,342.184,836.451,917.054,292.758,624.297,187.289,4.9,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1970,3332.34,3288.941,service-v1-266e0b1d,True,3332.34,historic_gtfs_service_activity_proxy,DERIVED,False,999.702,166.617,1166.319,446.534,837.534,-391.0,-117.3,1666.17,333.234,1388.475,893.067,763.661,129.406,38.822,2332.638,583.16,1425.501,1562.867,498.925,1063.942,319.183,9.23,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1971,3332.34,3288.941,service-v1-266e0b1d,True,3332.34,historic_gtfs_service_activity_proxy,DERIVED,False,999.702,166.617,1166.319,446.534,837.534,-391.0,-117.3,1666.17,333.234,1388.475,893.067,763.661,129.406,38.822,2332.638,583.16,1425.501,1562.867,498.925,1063.942,319.183,9.23,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1972,2685.66,2655.309,service-v1-266e0b1d,True,2685.66,historic_gtfs_service_activity_proxy,DERIVED,False,805.698,134.283,939.981,359.878,675.0,-315.122,-94.537,1342.83,268.566,1119.025,719.757,615.464,104.293,31.288,1879.962,469.99,1148.866,1259.575,402.103,857.472,257.241,7.2,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1973,4069.8,3984.791,service-v1-266e0b1d,True,4069.8,historic_gtfs_service_activity_proxy,DERIVED,False,1220.94,203.49,1424.43,545.353,1022.883,-477.53,-143.259,2034.9,406.98,1695.75,1090.706,932.663,158.044,47.413,2848.86,712.215,1740.97,1908.736,609.34,1299.397,389.819,11.55,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1974,10150.02,10098.274,service-v1-266e0b1d,True,10150.02,historic_gtfs_service_activity_proxy,DERIVED,False,3045.006,507.501,3552.507,1360.103,2551.055,-1190.953,-357.286,5075.01,1015.002,4229.175,2720.205,2326.046,394.159,118.248,7105.014,1776.254,4341.953,4760.359,1519.684,3240.676,972.203,30.7,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1975,10792.62,10839.984,service-v1-266e0b1d,True,10792.62,historic_gtfs_service_activity_proxy,DERIVED,False,3237.786,539.631,3777.417,1446.211,2712.563,-1266.352,-379.906,5396.31,1079.262,4496.925,2892.422,2473.309,419.113,125.734,7554.834,1888.708,4616.843,5061.739,1615.895,3445.844,1033.753,32.72,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1978,6324.0,6268.714,service-v1-266e0b1d,True,6324.0,historic_gtfs_service_activity_proxy,DERIVED,False,1897.2,316.2,2213.4,847.416,1589.443,-742.027,-222.608,3162.0,632.4,2635.0,1694.832,1449.25,245.582,73.675,4426.8,1106.7,2705.267,2965.956,946.843,2019.113,605.734,18.65,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1979,6248.52,6301.914,service-v1-266e0b1d,True,6248.52,historic_gtfs_service_activity_proxy,DERIVED,False,1874.556,312.426,2186.982,837.302,1570.472,-733.17,-219.951,3124.26,624.852,2603.55,1674.603,1431.953,242.651,72.795,4373.964,1093.491,2672.978,2930.556,935.542,1995.014,598.504,18.41,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1980,3595.5,3520.159,service-v1-266e0b1d,True,3595.5,historic_gtfs_service_activity_proxy,DERIVED,False,1078.65,179.775,1258.425,481.797,903.675,-421.878,-126.563,1797.75,359.55,1498.125,963.594,823.969,139.625,41.888,2516.85,629.212,1538.075,1686.29,538.326,1147.963,344.389,10.06,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1981,3491.46,3455.528,service-v1-266e0b1d,True,3491.46,historic_gtfs_service_activity_proxy,DERIVED,False,1047.438,174.573,1222.011,467.856,877.526,-409.67,-122.901,1745.73,349.146,1454.775,935.711,800.126,135.585,40.676,2444.022,611.006,1493.569,1637.495,522.749,1114.746,334.424,9.73,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1982,18278.4,18521.575,service-v1-266e0b1d,True,18278.4,historic_gtfs_service_activity_proxy,DERIVED,False,5483.52,913.92,6397.44,2449.306,4594.002,-2144.696,-643.409,9139.2,1827.84,7616.0,4898.611,4188.8,709.811,212.943,12794.88,3198.72,7819.093,8572.57,2736.683,5835.887,1750.766,56.29,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1983,19933.86,20078.085,service-v1-266e0b1d,True,19933.86,historic_gtfs_service_activity_proxy,DERIVED,False,5980.158,996.693,6976.851,2671.137,5010.077,-2338.939,-701.682,9966.93,1993.386,8305.775,5342.274,4568.176,774.098,232.229,13953.702,3488.426,8527.262,9348.98,2984.542,6364.439,1909.332,61.5,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1984,12575.58,12678.619,service-v1-266e0b1d,True,12575.58,historic_gtfs_service_activity_proxy,DERIVED,False,3772.674,628.779,4401.453,1685.128,3160.683,-1475.556,-442.667,6287.79,1257.558,5239.825,3370.255,2881.904,488.352,146.506,8802.906,2200.726,5379.554,5897.947,1882.844,4015.103,1204.531,38.33,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1985,13118.22,13101.9,service-v1-266e0b1d,True,13118.22,historic_gtfs_service_activity_proxy,DERIVED,False,3935.466,655.911,4591.377,1757.841,3297.068,-1539.226,-461.768,6559.11,1311.822,5465.925,3515.683,3006.259,509.424,152.827,9182.754,2295.688,5611.683,6152.445,1964.089,4188.356,1256.507,40.04,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1986,5584.5,5453.171,service-v1-266e0b1d,True,5584.5,historic_gtfs_service_activity_proxy,DERIVED,False,1675.35,279.225,1954.575,748.323,1403.58,-655.257,-196.577,2792.25,558.45,2326.875,1496.646,1279.781,216.865,65.059,3909.15,977.287,2388.925,2619.13,836.124,1783.007,534.902,16.32,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1987,5584.5,5453.171,service-v1-266e0b1d,True,5584.5,historic_gtfs_service_activity_proxy,DERIVED,False,1675.35,279.225,1954.575,748.323,1403.58,-655.257,-196.577,2792.25,558.45,2326.875,1496.646,1279.781,216.865,65.059,3909.15,977.287,2388.925,2619.13,836.124,1783.007,534.902,16.32,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1988,14420.76,14230.95,service-v1-266e0b1d,True,14420.76,historic_gtfs_service_activity_proxy,DERIVED,False,4326.228,721.038,5047.266,1932.382,3624.442,-1692.06,-507.618,7210.38,1442.076,6008.65,3864.764,3304.758,560.006,168.002,10094.532,2523.633,6168.881,6763.336,2159.108,4604.228,1381.268,44.14,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1989,15424.44,15454.315,service-v1-266e0b1d,True,15424.44,historic_gtfs_service_activity_proxy,DERIVED,False,4627.332,771.222,5398.554,2066.875,3876.702,-1809.827,-542.948,7712.22,1542.444,6426.85,4133.75,3534.768,598.982,179.695,10797.108,2699.277,6598.233,7234.062,2309.381,4924.681,1477.404,47.3,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1990,10826.28,10805.35,service-v1-266e0b1d,True,10826.28,historic_gtfs_service_activity_proxy,DERIVED,False,3247.884,541.314,3789.198,1450.722,2721.023,-1270.302,-381.09,5413.14,1082.628,4510.95,2901.443,2481.023,420.421,126.126,7578.396,1894.599,4631.242,5077.525,1620.935,3456.591,1036.977,32.83,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1991,10949.7,10956.417,service-v1-266e0b1d,True,10949.7,historic_gtfs_service_activity_proxy,DERIVED,False,3284.91,547.485,3832.395,1467.26,2752.043,-1284.783,-385.435,5474.85,1094.97,4562.375,2934.52,2509.306,425.213,127.564,7664.79,1916.198,4684.038,5135.409,1639.413,3495.996,1048.799,33.21,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1992,9955.2,9949.989,service-v1-266e0b1d,True,9955.2,historic_gtfs_service_activity_proxy,DERIVED,False,2986.56,497.76,3484.32,1333.997,2502.09,-1168.093,-350.428,4977.6,995.52,4148.0,2667.994,2281.4,386.594,115.978,6968.64,1742.16,4258.613,4668.989,1490.515,3178.474,953.542,30.08,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1993,9737.94,9773.641,service-v1-266e0b1d,True,9737.94,historic_gtfs_service_activity_proxy,DERIVED,False,2921.382,486.897,3408.279,1304.884,2447.485,-1142.601,-342.78,4868.97,973.794,4057.475,2609.768,2231.611,378.157,113.447,6816.558,1704.14,4165.674,4567.094,1457.986,3109.108,932.732,29.4,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1994,12638.82,12871.532,service-v1-266e0b1d,True,12638.82,historic_gtfs_service_activity_proxy,DERIVED,False,3791.646,631.941,4423.587,1693.602,3176.578,-1482.976,-444.893,6319.41,1263.882,5266.175,3387.204,2896.396,490.808,147.242,8847.174,2211.794,5406.606,5927.607,1892.312,4035.294,1210.588,38.53,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1995,13505.82,13479.208,service-v1-266e0b1d,True,13505.82,historic_gtfs_service_activity_proxy,DERIVED,False,4051.746,675.291,4727.037,1809.78,3394.485,-1584.705,-475.412,6752.91,1350.582,5627.425,3619.56,3095.084,524.476,157.343,9454.074,2363.518,5777.49,6334.23,2022.121,4312.108,1293.632,41.26,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1996,9231.0,9352.316,service-v1-266e0b1d,True,9231.0,historic_gtfs_service_activity_proxy,DERIVED,False,2769.3,461.55,3230.85,1236.954,2320.073,-1083.119,-324.936,4615.5,923.1,3846.25,2473.908,2115.438,358.471,107.541,6461.7,1615.425,3948.817,4329.339,1382.086,2947.253,884.176,27.8,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ1999,8636.34,8733.8,service-v1-266e0b1d,True,8636.34,historic_gtfs_service_activity_proxy,DERIVED,False,2590.902,431.817,3022.719,1157.27,2170.615,-1013.345,-304.003,4318.17,863.634,3598.475,2314.539,1979.161,335.378,100.613,6045.438,1511.36,3694.434,4050.443,1293.052,2757.391,827.217,25.93,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2000,16273.08,16413.708,service-v1-266e0b1d,True,16273.08,historic_gtfs_service_activity_proxy,DERIVED,False,4881.924,813.654,5695.578,2180.593,4089.995,-1909.402,-572.821,8136.54,1627.308,6780.45,4361.185,3729.248,631.938,189.581,11391.156,2847.789,6961.262,7632.075,2436.442,5195.633,1558.69,49.97,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2001,16366.92,16420.241,service-v1-266e0b1d,True,16366.92,historic_gtfs_service_activity_proxy,DERIVED,False,4910.076,818.346,5728.422,2193.167,4113.58,-1920.413,-576.124,8183.46,1636.692,6819.55,4386.335,3750.753,635.582,190.675,11456.844,2864.211,7001.405,7676.085,2450.492,5225.594,1567.678,50.27,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2002,22245.18,22251.484,service-v1-266e0b1d,True,22245.18,historic_gtfs_service_activity_proxy,DERIVED,False,6673.554,1112.259,7785.813,2980.854,5590.992,-2610.138,-783.041,11122.59,2224.518,9268.825,5961.708,5097.854,863.854,259.156,15571.626,3892.906,9515.994,10432.989,3330.598,7102.392,2130.717,68.78,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2003,19942.02,20050.611,service-v1-266e0b1d,True,19942.02,historic_gtfs_service_activity_proxy,DERIVED,False,5982.606,997.101,6979.707,2672.231,5012.128,-2339.897,-701.969,9971.01,1994.202,8309.175,5344.461,4570.046,774.415,232.325,13959.414,3489.853,8530.753,9352.807,2985.764,6367.044,1910.113,61.53,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2004,8324.22,8731.749,service-v1-266e0b1d,True,8324.22,historic_gtfs_service_activity_proxy,DERIVED,False,2497.266,416.211,2913.477,1115.445,2092.168,-976.722,-293.017,4162.11,832.422,3468.425,2230.891,1907.634,323.257,96.977,5826.954,1456.738,3560.916,3904.059,1246.321,2657.738,797.322,24.95,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2005,7585.740000000001,7460.441,service-v1-266e0b1d,True,7585.740000000001,historic_gtfs_service_activity_proxy,DERIVED,False,2275.722,379.287,2655.009,1016.489,1906.562,-890.073,-267.022,3792.87,758.574,3160.725,2032.978,1738.399,294.58,88.374,5310.018,1327.504,3245.011,3557.712,1135.754,2421.958,726.587,22.62,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2006,7659.18,7440.979,service-v1-266e0b1d,True,7659.18,historic_gtfs_service_activity_proxy,DERIVED,False,2297.754,382.959,2680.713,1026.33,1925.02,-898.69,-269.607,3829.59,765.918,3191.325,2052.66,1755.229,297.431,89.229,5361.426,1340.356,3276.427,3592.155,1146.749,2445.406,733.622,22.85,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2008,3174.24,3418.269,service-v1-266e0b1d,True,3174.24,historic_gtfs_service_activity_proxy,DERIVED,False,952.272,158.712,1110.984,425.348,797.798,-372.449,-111.735,1587.12,317.424,1322.6,850.696,727.43,123.266,36.98,2221.968,555.492,1357.869,1488.719,475.254,1013.464,304.039,8.73,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2009,3174.24,3418.269,service-v1-266e0b1d,True,3174.24,historic_gtfs_service_activity_proxy,DERIVED,False,952.272,158.712,1110.984,425.348,797.798,-372.449,-111.735,1587.12,317.424,1322.6,850.696,727.43,123.266,36.98,2221.968,555.492,1357.869,1488.719,475.254,1013.464,304.039,8.73,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2010,12206.34,12365.722,service-v1-266e0b1d,True,12206.34,historic_gtfs_service_activity_proxy,DERIVED,False,3661.902,610.317,4272.219,1635.65,3067.88,-1432.231,-429.669,6103.17,1220.634,5085.975,3271.299,2797.286,474.013,142.204,8544.438,2136.11,5221.601,5724.773,1827.56,3897.213,1169.164,37.17,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2011,12944.820000000002,13134.351,service-v1-266e0b1d,True,12944.820000000002,historic_gtfs_service_activity_proxy,DERIVED,False,3883.446,647.241,4530.687,1734.606,3253.486,-1518.88,-455.664,6472.41,1294.482,5393.675,3469.212,2966.521,502.691,150.807,9061.374,2265.344,5537.506,6071.121,1938.127,4132.993,1239.898,39.5,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2012,5523.3,5594.503,service-v1-266e0b1d,True,5523.3,historic_gtfs_service_activity_proxy,DERIVED,False,1656.99,276.165,1933.155,740.122,1388.199,-648.076,-194.423,2761.65,552.33,2301.375,1480.244,1265.756,214.488,64.346,3866.31,966.578,2362.745,2590.428,826.961,1763.467,529.04,16.13,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2013,2877.42,2913.392,service-v1-266e0b1d,True,2877.42,historic_gtfs_service_activity_proxy,DERIVED,False,863.226,143.871,1007.097,385.574,723.196,-337.622,-101.287,1438.71,287.742,1198.925,771.149,659.409,111.74,33.522,2014.194,503.548,1230.896,1349.51,430.814,918.696,275.609,7.8,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2014,17286.96,17490.435,service-v1-266e0b1d,True,17286.96,historic_gtfs_service_activity_proxy,DERIVED,False,5186.088,864.348,6050.436,2316.453,4344.818,-2028.365,-608.51,8643.48,1728.696,7202.9,4632.905,3961.595,671.31,201.393,12100.872,3025.218,7394.977,8107.584,2588.242,5519.342,1655.803,53.17,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2015,18485.460000000003,18289.087,service-v1-266e0b1d,True,18485.460000000003,historic_gtfs_service_activity_proxy,DERIVED,False,5545.638,924.273,6469.911,2477.052,4646.043,-2168.991,-650.697,9242.73,1848.546,7702.275,4954.103,4236.251,717.852,215.356,12939.822,3234.956,7907.669,8669.681,2767.684,5901.997,1770.599,56.94,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2016,5909.879999999999,6196.723,service-v1-266e0b1d,True,5909.879999999999,historic_gtfs_service_activity_proxy,DERIVED,False,1772.964,295.494,2068.458,791.924,1485.36,-693.436,-208.031,2954.94,590.988,2462.45,1583.848,1354.348,229.5,68.85,4136.916,1034.229,2528.115,2771.734,884.84,1886.893,566.068,17.35,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2017,5778.3,6069.99,service-v1-266e0b1d,True,5778.3,historic_gtfs_service_activity_proxy,DERIVED,False,1733.49,288.915,2022.405,774.292,1452.289,-677.997,-203.399,2889.15,577.83,2407.625,1548.584,1324.194,224.391,67.317,4044.81,1011.202,2471.828,2710.023,865.14,1844.883,553.465,16.93,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2018,5106.12,5332.549,service-v1-266e0b1d,True,5106.12,historic_gtfs_service_activity_proxy,DERIVED,False,1531.836,255.306,1787.142,684.22,1283.347,-599.127,-179.738,2553.06,510.612,2127.55,1368.44,1170.153,198.288,59.486,3574.284,893.571,2184.285,2394.77,764.5,1630.271,489.081,14.82,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2019,4383.96,4307.179,service-v1-266e0b1d,True,4383.96,historic_gtfs_service_activity_proxy,DERIVED,False,1315.188,219.198,1534.386,587.451,1101.843,-514.392,-154.318,2191.98,438.396,1826.65,1174.901,1004.658,170.244,51.073,3068.772,767.193,1875.361,2056.077,656.376,1399.701,419.91,12.54,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
LTFRB_PUJ2020,13811.82,14000.273,service-v1-266e0b1d,True,13811.82,historic_gtfs_service_activity_proxy,DERIVED,False,4143.546,690.591,4834.137,1850.784,3471.394,-1620.61,-486.183,6905.91,1381.182,5754.925,3701.568,3165.209,536.359,160.908,9668.274,2417.068,5908.39,6477.744,2067.936,4409.807,1322.942,42.23,climate-v1.0,True,SCENARIO,sakay_gtfs_master_historic|doe_luzon_generation_2024|route2zero_climate_scenario_v1,0.7181,0.7181,0.55,0.35,300,0.3,0.5,0.7
